Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Roundhouse Complex,Cultural facilities,222 Bremner Bv,Toronto,M5V 3L9,94001,Square feet,100,0,179062.06979899999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7878.7310711559994,1.9049033083792457,NA,RHCX,Cultural Facilities
Rosehill Pumping Station,Facilities related to the pumping of water,0 Mt.pleasant,Toronto,M4Y 2Y5,1550,Square feet,168,36934.516000000003,11239776.41,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494550.16203999997,7251.4988660656181,304.3175993534532,RHPS,Water Pumping Facilities
Ridge Park,Other,85 Ridge Road,Toronto,M3M 1C6,0,Square feet,100,0,2855.34076,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.63499343999999,NA,NA,RIDGE,Outdoor Recreational Facilities
R.L. Clark Filtration Plant,Facilities related to the treatment of water,1-45 Twenty Third St.,Toronto,M8V 3M6,401612,Square feet,168,114978,48205819.815936998,kWh,79991.085124000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2272239.2227855879,122.13396611735115,426.60740663710999,RLC,Water Treatment Facilities
Riverlea Greenhouse,Other,919 Scarlett Rd,Toronto,M9P 2V3,17018,Square feet,168,0,111947.91730599999,kWh,80762.903380000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157567.595749664,56.677753048391104,NA,RLGH,Greenhouses
Ramsden Park,Other,1020 Yonge St,Toronto,M4W 2K1,3434,Square feet,100,0,451453.33,kWh,6020.6716469999992,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31243.01593283,149.97493428683219,NA,RMDP,Outdoor Recreational Facilities
Rosetta Mcclain Gardens,Other,1975 Kingston Rd.,Toronto,M1N 1J2,1098,Square feet,100,0,30494.446400000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341.7556416,27.772835573946569,NA,RMG,Outdoor Recreational Facilities
Runnymede,Public libraries,2178 Bloor St. W.,Toronto,M6S 1M8,12034,Square feet,70,0,152957.72400000002,kWh,19439.035294000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43469.91656166,29.763283863948079,NA,RN,Public Libraries
Runnymede Park,Other,221 Ryding Ave,Toronto,M6N 1H6,0,Square feet,100,0,30931.679528000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360.9938992319999,NA,NA,RNMP,Outdoor Recreational Facilities
Rockcliffe GreenHouse,Other,301 Rockcliffe Blvd,Toronto,M6N 5G6,12271,Square feet,168,0,93026.242787999989,kWh,48267.776862000006,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95319.252951852002,49.105809354317678,NA,ROCKPR,Greenhouses
Rockcliffe Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",301 Rockcliffe Blvd,Toronto,M6N 5G6,14047,Square feet,70,0,73277.212285999994,kWh,37377.337588999995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73867.365383793978,33.306802230540541,NA,ROCKY,Storage Facilities
Roding Arena & R.C,Indoor recreational facilities,600 Roding St.,Toronto,M3M 2A5,30494,Square feet,100,0,508062.48208700004,kWh,22284.120781999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64471.737489807994,24.375695094284463,NA,RODIA,Indoor Recreational Facilities
Rosehill Reservoir,Other,Rosehill Reservoir,Toronto,M4T 2W7,2023,Square feet,168,0,70046.699966999993,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3082.0547985479993,34.625304907686534,NA,ROSEHR,Water Pumping Facilities
Rosegarden Park,Other,Rosegarden Park,Toronto,M6K 3C3,0,Square feet,100,0,10147.513891999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.49061124799994,NA,NA,ROSEP,Outdoor Recreational Facilities
Roseneath Park,Other,15 GLENHURST AVE,Toronto,M6C 1H8,0,Square feet,100,0,44616.021799999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963.1049591999997,NA,NA,ROSPK,Outdoor Recreational Facilities
Royalcrest Rink (outdoor),Other,50 Cabernet Circle,Toronto,M9V 4Z4,2508,Square feet,100,0,212677.339469,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9357.8029366359988,84.799930472321023,NA,ROYAR,Outdoor Recreational Facilities
Roywood A.I.R,Other,9 Roywood Dr,Toronto,M3A 2C6,2303,Square feet,100,0,106428.95849799999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4682.8741739119996,46.213374707769745,NA,ROYWR,Outdoor Recreational Facilities
Regent Park Aquatic Centre,Indoor recreational facilities,640 Dundas St E,Toronto,M5A 2B9,30505,Square feet,100,0,1088911.68,kWh,28784.474117000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102314.77000113,45.657651411322234,NA,RPAC,Indoor Recreational Facilities
Regent Park C.C,Community centres,402 SHUTER ST,Toronto,M5V 3C6,55004,Square feet,100,0,228855.29516100002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10069.632987084,4.1607201062600874,NA,RPCC,Community Centres
Regent Park North Rink,Other,229 Sumach St,Toronto,M5A 3K3,2153,Square feet,100,0,169274.957051,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7448.0981102440001,78.623159481338163,NA,RPNR,Outdoor Recreational Facilities
Regent Park North R.C,Community centres,295 Sackville St Rr,Toronto,M5A 3G1,6168,Square feet,100,0,29940.528376000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1317.383248544,4.854191492899087,NA,RPRC,Community Centres
Regent Park South Rink,Other,480 Shuter St,Toronto,M1P 4N7,2519,Square feet,100,0,307663.70517600002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13537.203027744001,122.1377479587554,NA,RPSR,Outdoor Recreational Facilities
Rennie Park /Tennis,Other,25 Morningside Ave,Toronto,M1E 3B9,0,Square feet,100,0,138507.93442099998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6094.3491145239987,NA,NA,RPTC,Outdoor Recreational Facilities
Health Materials Warehouse,"Storage facilities where equipment or vehicles are maintained, repaired or stored",160 Rivalda Rd,Toronto,M9M 2M8,22604,Square feet,70,0,143450.24670299998,kWh,20447.571426999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44957.720851961989,15.895890236170029,NA,RR160,Storage Facilities
Ryerson Community Park,Other,2A Gould St,Toronto,M1P 4N7,1421,Square feet,100,0,261161.04427000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11491.085947879999,183.78756681282039,NA,RSCP,Outdoor Recreational Facilities
Rosedale Park,Other,20 Scholfield Ave,Toronto,M9W 2Y3,4575,Square feet,100,0,206668.31964200002,kWh,1238.781176,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11434.702486888,48.032061518068097,NA,RSDP,Outdoor Recreational Facilities
RT Commuter Lot,Parking garages,101 Grangeway,Toronto,M1H 3E9,97,Square feet,168,0,48905.579584999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2151.8455017399997,504.18333359018834,NA,RTCL,Parking Lots and Garages
Rowntree Mills Park,Other,130 Rowntree Mill Rd.,Toronto,M9L 1C6,1389,Square feet,100,0,82547.376629999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3632.0845717199995,59.429604447374096,NA,RTMP,Outdoor Recreational Facilities
Rotary Pool (outdoor),Other,25 Eleventh St,Toronto,M8V 3G2,3477,Square feet,100,0,45124.076529999998,kWh,29792,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58292.339367319997,103.43137778367617,NA,RTP,Outdoor Recreational Facilities
Ruddington Park,Other,65 Ruddington Dr,Toronto,M2K 2X8,0,Square feet,100,0,1909.2320000000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.006208000000001,NA,NA,RUDP,Outdoor Recreational Facilities
Richview,Public libraries,1806 Islington Ave,Toronto,M9P 1L4,47254,Square feet,70,0,603106.01637199998,kWh,30084.545833,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83396.456344737991,19.48413886557762,NA,RV,Public Libraries
Ravina Gardens,Other,290 Clendenan Av,Toronto,M1P 4N7,194,Square feet,100,0,2891.4784589999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.22505219599999,14.904590241375836,NA,RVGD,Outdoor Recreational Facilities
Riverview Gdns Park,Other,15 Riverview Gdns Lot,Toronto,M6S 1P8,0,Square feet,100,0,25814.520328999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135.838894476,NA,NA,RVGP,Outdoor Recreational Facilities
Riverdale Park East,Other,640 Broadview Ave,Toronto,M4K 2P1,23401,Square feet,100,0,271456.74315900001,kWh,65896.125587999995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136487.77406031598,41.327578536500901,NA,RVPE,Outdoor Recreational Facilities
Richview Pumping Station,Facilities related to the pumping of water,551 Martin Grove Rd,Toronto,M9R 4B7,2357,Square feet,168,54403.483,11598611.02,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510338.88487999997,4920.9415984496891,213.19699967639787,RVPS,Water Pumping Facilities
Riverdale Park West,Other,500 Gerrard St,Toronto,M5A 2H3,0,Square feet,100,0,279520.51939999999,kWh,7.1788250000000007,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12312.470832849998,NA,NA,RVPW,Outdoor Recreational Facilities
Humber Sewage Pumping Station,Facilities related to the pumping of sewage,490 Riverside Dr,Toronto,M6S 4B5,0,Square feet,168,28.755966939999997,10865.490485,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.08158133999996,NA,377.85325670140804,RVS,Sewage Pumping Facilities
Crossways Employment Services,"Administrative offices and related facilities, including municipal council chambers",2340 Dundas St W,Toronto,M6P 4A9,18277,Square feet,70,0,820776.57655200001,kWh,47801.273948999995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126458.57713189798,72.517699784236427,NA,RWO,Administrative Offices
Rexdale,Public libraries,2243 Kipling Ave,Toronto,M9W 4L5,5091,Square feet,70,0,55611.898930000003,kWh,6185.6623380000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14137.825371739998,23.750266956718249,NA,RX,Public Libraries
Roxborough Parkette,Other,30 Roxborough Dr,Toronto,M4W 1X2,0,Square feet,100,0,10544.755698999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.96925075599995,NA,NA,RXBP,Outdoor Recreational Facilities
Sanderson,Public libraries,327 Bathurst St,Toronto,M5T 1J1,12701,Square feet,70,0,127391.578847,kWh,13502.361666000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31124.693018008002,21.252904414820481,NA,SA,Public Libraries
St Albans Boys Club,Indoor recreational facilities,843 Palmerston Ave,Toronto,M6G 2R8,23293,Square feet,100,0,238511.03830499999,kWh,70177.193992,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143129.3823303,42.045034278877097,NA,SABC,Indoor Recreational Facilities
SADRA Park,Other,10 Blackthorn Av,Toronto,M6N 3H5,0,Square feet,100,0,454.43004200000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.994921848000001,NA,NA,SADP,Outdoor Recreational Facilities
Salem Parkette,Other,150 Salem Ave,Toronto,M6H 3C2,0,Square feet,100,0,40954.033385000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801.9774689400001,NA,NA,SALM,Outdoor Recreational Facilities
St Andrew's Playground,Other,450 Adelaide St W,Toronto,M5V 3C1,194,Square feet,100,0,10425.861998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.73792791199998,53.741780613874532,NA,SAPG,Outdoor Recreational Facilities
St. Albans Pumping Station,Facilities related to the pumping of water,30 St.albans Rd,Toronto,M9B 6K4,3240,Square feet,168,21436.446,3800378.58,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167216.65752000001,1172.9612391699845,177.28659008637672,SAPS,Water Pumping Facilities
Strachan Sewage Pumping Station,Facilities related to the pumping of sewage,1 Strachan Ave,Toronto,M6K 3C3,0,Square feet,168,2893.238726,209155.04303,kWh,5384.4663859999991,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19379.463362859999,NA,91.937926447785273,SASP,Sewage Pumping Facilities
Sunnybrook Park,Community centres,1050 Leslie St.,Toronto,M3C 1H8,43701,Square feet,100,0,614174.24460500001,kWh,64758.785734999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149417.77180177,29.697695351717087,NA,SBP,Community Centres
Scadding Cabin,Cultural facilities,0 Lake Shore Blvd W Pole 223,Toronto,M6K 3C3,431,Square feet,100,0,9543.8049750000009,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.92741890000002,22.143491278083673,NA,SCABIN,Cultural Facilities
Scarborough Animal Centre,Other,821 Progress Ave,Toronto,M1H 2X4,12831,Square feet,168,0,356029.69261799997,kWh,65469.225455,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139402.14258514199,81.61275738910156,NA,SCAC,Animal Centres
Scadding Court Community Ctr,Community centres,707 Dundas St W,Toronto,M5T 2W6,46694,Square feet,100,0,795376.95,kWh,134474.022,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289152.48737999995,47.436257870910701,NA,SCADC,Community Centres
Scarborough Arena Gardens,Indoor sports arenas,75 Birchmount Rd,Toronto,M1N 3J7,38320,Square feet,100,0,723838.01780000003,kWh,62764.107893,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150473.03670097,36.180216685829649,NA,SCARA,Indoor Sports Arena
Scarborough Village C.C,Community centres,3600 Kingston Rd,Toronto,M1M 1R9,58125,Square feet,100,0,1169011.52,kWh,95753.906143,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232411.38949027,37.503075212621354,NA,SCARC,Community Centres
Scarborough Bluffs,Other,49 Cecil Cr,Toronto,M5T 1N1,97,Square feet,100,0,10556.557695,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.48853857999995,108.83094516141301,NA,SCB,Outdoor Recreational Facilities
Scarborough Civic Centre,"Administrative offices and related facilities, including municipal council chambers",150 Borough Dr,Toronto,M1P 4N7,372861,Square feet,70,0,6554047.6699999999,kWh,264939.767742,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789114.25851237995,25.078990128021637,NA,SCCC,Administrative Offices
Sunshine Center for Seniors,Community centres,60 Lakeshore Ave,Toronto,M5J 1X9,2250,Square feet,100,0,53377.408619000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2348.6059792359997,23.723391566608555,NA,SCFS,Community Centres
Sherbourne Common North Park,Other,5 Lower Sherbourne St,Toronto,M5A 3W9,0,Square feet,100,0,14654.797564999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644.81109285999992,NA,NA,SCNP,Outdoor Recreational Facilities
TW Various Locations,Other,0 Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,74916.318991000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3296.3180356040002,NA,NA,SCVAR,Water Misc Service
Suydam Park,Other,9 Relmar Rd,Toronto,M5P 2Y4,194,Square feet,100,0,1103.396342,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.549439047999996,5.6876337086843209,NA,SDPS,Outdoor Recreational Facilities
Seneca Hill Park,Other,620 Seneca Hill Dr,Toronto,M1P 4N7,0,Square feet,100,0,9162.933223,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.169061812,NA,NA,SEHP,Outdoor Recreational Facilities
Seneca Village C.C,Community centres,1700 Finch Ave E,Toronto,M2J 4X8,9408,Square feet,100,0,167043.12088199999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7349.897318807999,17.755507748193416,NA,SENEC,Community Centres
Sentinel Park Baseball,Other,295 Sentinel Rd,Toronto,M3J 1T8,2443,Square feet,100,0,18582.681333,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.63797865200002,7.6065324440601252,NA,SENPK,Outdoor Recreational Facilities
Smithfield Pool (outdoor),Other,173 Mount Olive Dr,Toronto,M9V 2E3,850,Square feet,100,0,15127.032094,kWh,6939.3143389999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13780.893512845998,103.98080917365888,NA,SFP,Outdoor Recreational Facilities
Seaton House,Social housing,339 George St,Toronto,M5A 2N2,97995,Square feet,168,0,1424515.8963319999,kWh,470004.264944,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950986.76018276799,65.169023004226929,NA,SH,Shelters & Housing
S.H Armstrong R.C,Indoor swimming pools,56 Woodfield Rd,Toronto,M4L 2W6,18277,Square feet,100,0,191515.075859,kWh,31091.398897000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67189.407253126003,28.436829705892716,NA,SHARC,Indoor Swimming Pool
Sherwood Park,Other,190 Sherwood Ave,Toronto,M4P 2A8,5909,Square feet,100,0,100287.833291,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4412.6646648039996,16.972118997626001,NA,SHEP,Outdoor Recreational Facilities
Spandina House Museum,Cultural facilities,285 Spadina Rd,Toronto,M5R 2V5,27588,Square feet,100,0,89177.82052899999,kWh,56606.704742000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110910.496065656,24.893464854195756,NA,SHS,Cultural Facilities
Sidney Belsey Cres,Street lighting,Sidney Belsey Cres,Toronto,M6M 5H9,0,Square feet,70,0,7637.9849999999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.07133999999996,NA,NA,SIDNEY,Streetlighting
Sir Adam Beck Rink,Other,4 Orianna Dr,Toronto,M8W 4Y1,2196,Square feet,100,0,257355.50562800001,kWh,6478.2547059999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23567.543641971999,148.33601104949676,NA,SIRAR,Outdoor Recreational Facilities
Sixth St Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",297 Sixth St,Toronto,M8V 3A8,6997,Square feet,70,0,10292.508475000001,kWh,10307.529412,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19934.100961579999,17.022515610113967,NA,SIXSG,Storage Facilities
St James Town,Street lighting,16A St James Crt,Toronto,M4X 1X4,0,Square feet,70,0,1023.4161310000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.030309764000002,NA,NA,SJTP,Streetlighting
St Jamestown West Park,Other,40 Howard St,Toronto,M5C 1G6,0,Square feet,100,0,1817.864147,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.986022468000002,NA,NA,SJWP,Outdoor Recreational Facilities
Military Trail Sewage Pumping Station,Facilities related to the pumping of sewage,1A Skyridge Rd,Toronto,M1E 4N8,0,Square feet,168,15.832005730000001,7564.8034790000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.85135307600001,NA,477.81911704844333,SKYRID,Sewage Pumping Facilities
St Lawrence,Public libraries,171 Front St. E.,Toronto,M5A 4H3,4833,Square feet,70,0,49385.620368999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2172.9672962359996,10.218461854421312,NA,SL,Public Libraries
Streetlighting Etobicoke,Street lighting,Steetlighting Etobicoke,Toronto,M9W 1H3,0,Square feet,70,0,18643891.958254002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820331.24616317602,NA,NA,SLET,Streetlighting
Streetlighting East York,Street lighting,850 Coxwell Ave Streetlighting,Toronto,M4C 5R1,0,Square feet,70,0,4560862.7699999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200677.96187999996,NA,NA,SLEY,Streetlighting
St Lawrence Hall,"Administrative offices and related facilities, including municipal council chambers",157 King St East,Toronto,M5C 1G9,55413,Square feet,70,0,1111967.17,kWh,81803.520825,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203535.20983924996,35.651398713936864,NA,SLH,Administrative Offices
St Lawrence Market North,Cultural facilities,92 Front St E,Toronto,M5E 1C4,27997,Square feet,100,0,283216.24094500003,kWh,50258.916508999995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107450.86680358999,29.066976342501015,NA,SLMN,Cultural Facilities
St Lawrence Market South,Cultural facilities,91 Front St E,Toronto,M5E 1C2,99114,Square feet,100,0,5464269.5799979996,kWh,226608.70475499998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668718.31350686192,79.267745579643233,NA,SLMS,Cultural Facilities
Streetlighting North York,Street lighting,NY Street Lighting,Toronto,M3J 0H4,0,Square feet,70,0,31158974.710000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1370994.8872400001,NA,NA,SLNY,Streetlighting
Streetlighting Scarborough,Street lighting,2100 Ellesmere Rd,Toronto,M1H 3B7,0,Square feet,70,0,28869173.460000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270243.6322399999,NA,NA,SLSC,Streetlighting
Streetlighting Toronto,Street lighting,City Streetlights,Toronto,M6K 1E9,0,Square feet,70,0,28864437.826289002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270035.2643567161,NA,NA,SLTO,Streetlighting
Streetlighting York,Street lighting,Streetlighting York,Toronto,M6M 1V1,0,Square feet,70,0,4500543.2,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198023.9008,NA,NA,SLYK,Streetlighting
St. Marks Childcare Centre,Other,201 Cowan Ave,Toronto,M6K 2N7,4004,Square feet,100,0,12899.339008999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.57091639599992,3.2216265624989679,NA,SMCC,Child Care Facilities
