Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Joseph Bannon Park,Other,65 Mary Chapman Blvd,Toronto,M9C 2Y2,0,Square feet,100,0,79095.202338000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3480.1889028719997,NA,NA,JBP,Outdoor Recreational Facilities
Jane & Dundas,Public libraries,620 Jane St,Toronto,M6S 4A6,11603,Square feet,70,0,134298.10432899999,kWh,12978.850538000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30439.144107295997,23.383014581187819,NA,JD,Public Libraries
Jenner Jean-Marie C.C.,Community centres,48 Thorncliffe Park Dr,Toronto,M4K 1V5,13207,Square feet,100,0,138662.894114,kWh,32436.789085,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67406.698711665988,36.426931152425922,NA,JENNC,Community Centres
James Gardens,Other,61a Edgehill Rd,Toronto,M9A 4N1,2411,Square feet,100,0,60155.796593999999,kWh,4937.2605729999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11978.277533105998,46.568835692593957,NA,JGC,Outdoor Recreational Facilities
Jack Goodlad Park,Other,929 Kennedy Rd,Toronto,M1K 2E8,2271,Square feet,100,0,75747.754516000001,kWh,3383.4571430000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9727.6351989739996,49.082507491249949,NA,JGLP,Outdoor Recreational Facilities
Jimmie Simpson R.C,Indoor recreational facilities,870 Queen St E,Toronto,M4M 3G9,43906,Square feet,100,0,1124408.08,kWh,164825.510625,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360994.17060125002,65.240152653612498,NA,JIMMC,Indoor Recreational Facilities
John Innes Community Recreation Centre,Indoor swimming pools,150 Sherbourne St,Toronto,M5A 2R6,28055,Square feet,100,0,177930.05631900002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7828.9224780360009,6.3422134269910773,NA,JIP,Indoor Swimming Pool
Jesse Ketchum Childcare Centre,Other,7 Berryman St,Toronto,M5R 1M7,11550,Square feet,100,0,33690.709326999997,kWh,27951.179183,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54310.119866257999,28.46445058518351,NA,JKCC,Child Care Facilities
Jones,Public libraries,118 Jones Ave.,Toronto,M4M 2Z9,3638,Square feet,70,0,51283.824096999997,kWh,12149.043939000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25218.181304978003,49.350861164844396,NA,JO,Public Libraries
John Tabor Park,Other,240 John Tabor Trail,Toronto,M1B 2R6,0,Square feet,100,0,0,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.54657505599999,NA,NA,JOHN,Outdoor Recreational Facilities
John Booth Arena & R.C,Indoor recreational facilities,230 Gosford Blvd,Toronto,M3N 2H1,27007,Square feet,100,0,462872.46556400001,kWh,46071.272044999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107441.09264986598,35.147821031031611,NA,JOHNA,Indoor Recreational Facilities
John Innes C.C,Community centres,150 Sherbourne St,Toronto,M5A 2R6,24176,Square feet,100,0,456333.28261900001,kWh,69887.386603999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152165.82511679598,49.392732950235541,NA,JOHNC,Community Centres
Joseph J. Piccininni R.C,Indoor recreational facilities,1369 St Clair Ave W,Toronto,M6E 1C5,70030,Square feet,100,0,1173688.703857,kWh,165253.57999999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363971.56916970795,41.67119794537993,NA,JOSEC,Indoor Recreational Facilities
Jane Sheppard,Public libraries,1906 Sheppard Ave W,Toronto,M3L 1Y7,6997,Square feet,70,0,152825.00091100001,kWh,8017.9792209999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21878.280767773998,33.938748560391147,NA,JS,Public Libraries
John Street Pumping Station,Facilities related to the pumping of water,28 John St,Toronto,M5V 3J2,112773,Square feet,168,91906,31677732.949999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1393820.2497999999,280.89937254975888,344.67678868141314,JSPS,Water Pumping Facilities
Joseph Sheard Parkette,Other,17 Granby St,Toronto,M5B 2J5,0,Square feet,100,0,908.92825800000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.992843352000001,NA,NA,JSSP,Outdoor Recreational Facilities
June Callwood Park,Other,636 Fleet St,Toronto,M5V 4A2,0,Square feet,100,0,8240.8786010000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.59865844399997,NA,NA,JUNECP,Outdoor Recreational Facilities
Joel Weeks Park - Storage Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",10 Thompson St,Toronto,M4M 1L8,183,Square feet,70,0,19074.377392999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839.27260529199987,104.23200475176213,NA,JWPSB,Storage Facilities
Kipling Acres,Long-term care,2233 Kipling Ave,Toronto,M9W 4L3,184590,Square feet,168,0,2836954.0413639997,kWh,306370.06451599998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703865.3997552559,32.89039180690996,NA,KA,Long Term Care Homes
Kennedy Eglinton,Public libraries,2380 Eglinton Ave E,Toronto,M1K 2P3,7653,Square feet,70,0,120482.44921199999,kWh,485.92605100000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6219.6280017179997,16.413530652368198,NA,KE,Public Libraries
Keele C.C,Community centres,181 Glenlake Ave,Toronto,M6P 4B6,10000,Square feet,100,0,10579.203011,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.48493248399996,1.0579247091012545,NA,KEELC,Community Centres
Kenaston Gardens,Other,12 Kenaston Gardens,North York,M2K 1G8,0,Square feet,100,0,5330.8538470000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,234.55756926800001,NA,NA,KENGDNS,Outdoor Recreational Facilities
Kew Gardens Outdoor Rink,Other,28-56 Lee Av,Toronto,M4E 2N9,797,Square feet,100,0,298411.11729299999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13130.089160891999,374.41952405602927,NA,KGODR,Outdoor Recreational Facilities
Kew Gardens Park,Other,70 Kew Beach Av,Toronto,M4L 3R3,18406,Square feet,100,0,323184.42658100004,kWh,8125.0316669999993,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29576.424620193997,22.218824561106846,NA,KGP,Outdoor Recreational Facilities
Kipling Maintenance Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",441 Kipling Ave,Toronto,M8Z 5E7,27373,Square feet,70,0,176523.54333299998,kWh,47665.088235000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97854.052670802004,24.83149830445414,NA,KIPMY,Storage Facilities
Keelesdale Park,Other,2801 Eglinton Ave W,Toronto,M6M 5B4,0,Square feet,100,0,203564.24159699999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8956.8266302679986,NA,NA,KLDP,Outdoor Recreational Facilities
Knob Hill Park-ODP,Other,25 Seminole Ave,Toronto,M1J 1M8,3255,Square feet,100,0,18545.366211,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.99611328399999,5.69752487968025,NA,KNOB,Outdoor Recreational Facilities
Kennedy Pumping Station,Facilities related to the pumping of water,148 Purcell Square,Toronto,M1V 3C3,5360,Square feet,168,39641.464,5155258.32,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226831.36608000001,961.80593288115676,130.04766423972134,KNPS,Water Pumping Facilities
Keele Pumping Station,Facilities related to the pumping of water,4995 Keele St,Toronto,M3J 2N8,2745,Square feet,168,29508.255000000001,6146033.9500000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270425.4938,2239.0016606465547,208.28271812327745,KPS,Water Pumping Facilities
Toronto Sculpture Garden,Other,115 King St E,Toronto,M5C 1G6,8773,Square feet,100,0,22315.060835,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981.86267673999998,2.5436172135438442,NA,KS115,Outdoor Recreational Facilities
Former Hydro Building,"Administrative offices and related facilities, including municipal council chambers",1652 Keele St,Toronto,M6M 3W3,22497,Square feet,70,0,558476.50799999991,kWh,3926.832594,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31994.679954659994,26.667263060166498,NA,KS1652,Administrative Offices
King St Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1116 King St W,Toronto,M6K 1E9,83485,Square feet,70,0,454731.40704099997,kWh,200053.412258,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398109.13107742398,30.74380737564368,NA,KSG,Storage Facilities
Keele Valley Landfill,Other,200 McNaughton Rd,Vaughan,L6A 4E2,10764,Square feet,70,0,546426.02170899999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24042.744955195998,50.764427581204977,NA,KVL,Landfill Operations
Kiwanis Pool Change Rooms,Other,375 Cedarvale Avenue,Toronto,M4C 4K7,2939,Square feet,100,0,165158.38742300001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7266.9690466120001,56.195670494368009,NA,KWCR,Outdoor Recreational Facilities
Kirkwood Park T.C,Other,25 Kirkwood Rd,Toronto,M2L 2X7,0,Square feet,100,0,13925.362572999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.71595321199993,NA,NA,KWPT,Outdoor Recreational Facilities
Kipling Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",435 Kipling Ave,Toronto,M8Z 5E7,11001,Square feet,70,0,388462.47006700002,kWh,48383.469590000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108537.10620804799,81.741312955499708,NA,KY,Storage Facilities
NE District Office / Station #20,Ambulance stations and associated offices and facilities,2430 Lawrence Ave E,Toronto,M1P 2R5,15887,Square feet,168,0,253198.24694099999,kWh,32564,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72686.682865404,37.575957912663391,NA,24LAW,Ambulance Stations
L'Amoreux Fieldhouse,Other,3061 Birchmount,Toronto,M1W 3W3,0,Square feet,100,0,16738.905555000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.51184441999999,NA,NA,LAFH,Outdoor Recreational Facilities
Lakeshore Community Ctr,Community centres,2445 Lakeshore Blvd W,Toronto,M8V 3B5,5952,Square feet,100,0,97737.051074999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300.4302472999998,16.420943936947715,NA,LAKEC,Community Centres
Lambton Park Arena,Indoor sports arenas,4100 Dundas St W,Toronto,M6S 2T7,24854,Square feet,100,0,506956.010259,kWh,39720.902916999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97378.570964525992,37.268917858591898,NA,LAMBA,Indoor Sports Arena
L'Amoreaux C.C,Indoor recreational facilities,2000 McNicoll Ave,Toronto,M1V 5E9,25995,Square feet,100,0,400008.47021699999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17600.372689547999,15.387964490054211,NA,LAMOC,Indoor Recreational Facilities
Lamp Senior Centre,Community centres,185 Fifth St,Toronto,M8V 2Z5,26318,Square feet,100,0,475066.53676500003,kWh,39474.390213999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95509.525122119987,33.885162459520188,NA,LAMPC,Community Centres
L'Amoreaux Park Yard,Indoor recreational facilities,3079 Birchmount Rd,Toronto,M1W 2S4,1690,Square feet,100,0,56547.881512,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2488.1067865279997,33.460424336197022,NA,LAMSP,Indoor Recreational Facilities
La Rose Park,Other,65 La Rose Ave,Toronto,M9P 1B1,0,Square feet,100,0,2049.02889,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.157271159999993,NA,NA,LAROSE,Outdoor Recreational Facilities
L'Amoreaux Sports Centre,Indoor recreational facilities,100 Silver Springs Blvd,Toronto,M1W 1W1,24779,Square feet,100,0,0,0,3833.4623160000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7245.2437772399999,1.6331932517398666,NA,LASC,Indoor Recreational Facilities
L'Amoreaux Tennis Club,Indoor recreational facilities,200 Silver Springs Blvd,Toronto,M1V 1M7,31474,Square feet,100,0,1224954.7811110001,kWh,141594.12764699999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321510.91162171395,86.412067325217862,NA,LATC,Indoor Recreational Facilities
Lawren Harris Square,Other,150 Bayview Avenue,Toronto,M5A 1H7,0,Square feet,100,0,15584.594682000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685.72216600800004,NA,NA,LAWHAR,Outdoor Recreational Facilities
Lawrence Heights C.C.,Community centres,9 Replin Rd,Toronto,M6A 2M8,22152,Square feet,100,0,222589.12337000002,kWh,33660.084000000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73411.480188279995,26.089340682974342,NA,LAWRC,Community Centres
Long Branch,Public libraries,3500 Lakeshore Blvd W,Toronto,M8W 1N6,6415,Square feet,70,0,69540.714084000007,kWh,9365.8235299999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20761.197891396001,26.253100939521715,NA,LB,Public Libraries
Leuty Beach,Police stations and associated offices and facilities,0 Leuty Ave,Toronto,M4E 2R2,1000,Square feet,168,0,9854.8706770000008,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.61430978800001,9.8549117389611549,NA,LBLS,Police Stations
Lambton Kingsway Pool/Rink,Other,37 Marquis Ave,Toronto,M8X 1V3,1076,Square feet,100,0,206480.67011799998,kWh,10874,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29637.009485192,298.58327886318699,NA,LBP,Outdoor Recreational Facilities
Long Branch Sewage Pumping Station,Facilities related to the pumping of sewage,426 Lake Promenade,Toronto,M8W 3P2,3068,Square feet,168,2527.0674730000001,248956.71862100001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10954.095619324,81.146595808559624,98.516465666471305,LBPS,Sewage Pumping Facilities
Leaside,Public libraries,165 McRae Dr.,Toronto,M4G 1S8,11991,Square feet,70,0,222481.04345699999,kWh,24463.174265000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56024.565272958003,40.091196407395302,NA,LEA,Public Libraries
Leaside Gardens Curling Club,Indoor recreational facilities,1073A Millwood Ave,Toronto,M4G 1X6,27814,Square feet,100,0,361975.66,kWh,44143.063712999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99357.319457569989,29.768618939806231,NA,LEACH,Indoor Recreational Facilities
Leaside Gardens,Indoor sports arenas,1073 Millwood Avenue,Toronto,M4G 1X6,25586,Square feet,100,0,2286885.3309130003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100622.954560172,89.380710529269095,NA,LEASA,Indoor Sports Arena
Ledbury Community Center,Community centres,160 Ledbury St.,Toronto,M5M 4L9,5780,Square feet,100,0,187208.43823100001,kWh,25525.101142000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56479.612440544006,79.008871686197367,NA,LEDBR,Community Centres
Lake Front Boat Hse,Other,390 Lake Front Boat/Hse,Toronto,M4E 1A7,0,Square feet,100,0,14878.008222,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654.63236176800001,NA,NA,LFBH,Outdoor Recreational Facilities
Langford Parkette,Other,11 Woodycrest Ave,Toronto,M4J 3A5,0,Square feet,100,0,908.91205200000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.992130287999998,NA,NA,LFP,Outdoor Recreational Facilities
Leslie Grove Park,Community centres,1158 Queen St E,Toronto,M1P 4N7,1389,Square feet,100,0,8551.790860000001,kWh,3780.4025219999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7521.2395644199996,34.888828800477206,NA,LGP,Community Centres
Lisgar Park,Other,90 LISGAR ST,Toronto,M6J 3G4,0,Square feet,100,0,8017.7360270000008,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.78038518800003,NA,NA,LISPK,Outdoor Recreational Facilities
Lithuania Park,Other,155 Oakmount Rd,Toronto,M1P 4N7,1582,Square feet,100,0,6984.3871950000002,kWh,1161,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2501.6030365799998,12.16232661736341,NA,LITP,Outdoor Recreational Facilities
Livingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,42 Livingston Rd,Toronto,M1E 1K7,0,Square feet,168,281.55233900000002,167651.93702800001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7376.685229232,NA,595.45815237477962,LIVING,Sewage Pumping Facilities
Lakeshore Lodge,Long-term care,3197 Lakeshore Blvd,Toronto,M8V 4B7,88964,Square feet,168,0,1565978.84,kWh,194666.20529399998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436822.19696565997,40.70216532129222,NA,LL,Long Term Care Homes
Lillian Park,Other,228 Otonabee Ave,Toronto,M2M 2S9,0,Square feet,100,0,3060.988644,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.68350033599998,NA,NA,LLP,Outdoor Recreational Facilities
Asquith Green Social Housing,Social housing,21 Park Rd,Toronto,M4W 2N1,6329,Square feet,168,0,136549.26405300002,kWh,7040.5155409999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19314.741990822,33.31881517901688,NA,LLTC,Shelters & Housing
Riverside Sewage Pumping Station,Facilities related to the pumping of sewage,20 Riverside Cr,Toronto,M6S 1B6,0,Square feet,168,12.24025966,2120.7695120000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.313858528000011,NA,173.26252934569149,LMMP,Sewage Pumping Facilities
Little Norway Park,Other,659 Queens Quay W,Toronto,M5V 3G3,2540,Square feet,100,0,95295.257175999985,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4192.9913157439987,37.517974110067541,NA,LNWP,Outdoor Recreational Facilities
Locke,Public libraries,3083 Yonge St.,Toronto,M4N 2K7,11647,Square feet,70,0,186400.90552900001,kWh,62902.534571000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127087.43018246601,73.018621736319517,NA,LO,Public Libraries
Logan Ave Parkette,Other,922 Logan Ave,Toronto,M4K 3E4,0,Square feet,100,0,908.93192099999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.993004524,NA,NA,LOGANPK,Outdoor Recreational Facilities
Long Branch Arena,Indoor sports arenas,75 Arcadian Crcl,Toronto,M8W 2Z5,25629,Square feet,100,0,586057.94758599997,kWh,43222.487273000006,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107477.050639754,40.670697060938558,NA,LONGA,Indoor Sports Arena
Laura Park - Lights,Other,12 Laura Rd,Toronto,M3N 1Z6,0,Square feet,100,0,7278.56178,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.25671832,NA,NA,LPL,Outdoor Recreational Facilities
Lytton Park Bowling Club,Other,200 Lytton Blvd,Toronto,M4R 1L4,3229,Square feet,100,0,2316.0192470000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.90484686800001,0.71725887181176706,NA,LPLB,Outdoor Recreational Facilities
Lawrence Pumping Station,Facilities related to the pumping of water,1150 Lawrence Ave.W.,Toronto,M6L 1A3,15629,Square feet,168,24693.94,4884244.78,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214906.77032000001,312.51296506621776,197.7920546911476,LPS,Water Pumping Facilities
Lillian H Smith,Public libraries,239 College St.,Toronto,M5T 1R4,38933,Square feet,70,0,1005441.87,kWh,111890.718555,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255712.90034894997,56.164389518623061,NA,LS,Public Libraries
Lakeshore Assembly Hall,Cultural facilities,1 Colonel Samuel Smith Park Dr,Toronto,M8V 4B6,14596,Square feet,100,0,292628.51288600004,kWh,42750.446061000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93673.997622273993,50.968444610710733,NA,LSAH,Cultural Facilities
Palaise Royale,Cultural facilities,1601 Lake Shore Blvd W,Toronto,M6K 3C1,28503,Square feet,100,0,403153.26,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17738.743439999998,14.14429848806266,NA,LSB1601,Cultural Facilities
Leaside Lawn Bowling Club,Other,645 Eglinton Ave E,Toronto,M4G 2K3,2207,Square feet,100,0,9921.3898439999994,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.54115313599993,4.4954377812072259,NA,LSLB,Outdoor Recreational Facilities
Leaside Park Pool,Other,5 Leaside Park Dr,Toronto,M4H 1R1,5662,Square feet,100,0,63165.028952000001,kWh,20226.789322000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41007.893092467995,48.868670007644688,NA,LSPP,Outdoor Recreational Facilities
Wadsworth Park,Other,150 Laughton Ave,Toronto,M6N 2X1,0,Square feet,100,0,2698.8136,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.74779839999999,NA,NA,LTPG,Outdoor Recreational Facilities
Lanyard Park - Flood Lights,Other,142 Lanyard Rd,Toronto,M9C 2Y2,0,Square feet,100,0,0,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976.48881039599985,NA,NA,LYFL,Outdoor Recreational Facilities
Lytton Park,Other,225 Lytton Bv Pole 48,Toronto,M4R 1L4,4306,Square feet,100,0,17623.825935000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775.44834114000003,4.0928702665137164,NA,LYTP,Outdoor Recreational Facilities
Main Street,Public libraries,137 Main St.,Toronto,M4E 1Z5,8665,Square feet,70,0,83248.097064000001,kWh,10264.17647,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23062.209799116001,22.112494888797379,NA,MA,Public Libraries
Malta Park,Other,3187 Dundas St W,Toronto,M6P 2A2,0,Square feet,100,0,454.43004200000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.994921848000001,NA,NA,MALP,Outdoor Recreational Facilities
