Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2017,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Gardiner Expressway,Street lighting,0 Gardiner Expressway,Etobicoke,M8Z 5T8,583,Square feet,70,0,1620148.0675880001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58325.330433167997,2778.9962576414205,NA,GAREW,Streetlighting
Metro 27 Lighting,Street lighting,Streetlighting,Toronto,M5V 3C6,100,Square feet,168,0,347250.16552000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12501.005958720001,3472.516123956897,NA,METRO27,Streetlighting
Sidney Belsey Cres,Street lighting,Sidney Belsey Cres,Toronto,M6M 5H9,1,Square feet,70,0,5021.0868769999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.75912757199998,5021.1077981953204,NA,SIDNEY,Streetlighting
St James Town,Street lighting,16A St James Crt,Toronto,M4X 1X4,1,Square feet,70,0,1042.1722950000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.518202619999997,1042.1766373845626,NA,SJTP,Streetlighting
Streetlighting East York,Street lighting,850 Coxwell Ave Streetlighting,Toronto,M4C 5R1,8356,Square feet,70,0,4569842.1571619995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164514.31765783197,546.89578723922784,NA,SLEY,Streetlighting
Streetlighting Etobicoke,Street lighting,Steetlighting Etobicoke,Etobicoke,M9W 1H3,24526,Square feet,70,0,18712641.885483999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673655.10787742387,762.97479633145178,NA,SLET,Streetlighting
Streetlighting North York,Street lighting,NY Street Lighting,North York,M3J 0H4,33943,Square feet,70,0,31270451.647193,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125736.2592989479,921.26747608465746,NA,SLNY,Streetlighting
Streetlighting Scarborough,Street lighting,2100 Ellesmere Rd,Scarborough,M1H 3B7,36069,Square feet,70,0,28980754.395710003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043307.15824556,803.48429811897518,NA,SLSC,Streetlighting
Streetlighting Toronto,Street lighting,City Streetlights,Toronto,M6K 1E9,52795,Square feet,70,0,28819843.439619001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037514.363826284,545.88433606023295,NA,SLTO,Streetlighting
Streetlighting York,Street lighting,Streetlighting York,Toronto,M6M 1V1,6829,Square feet,70,0,4638925.3233230002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167001.31163962799,679.30072516891403,NA,SLYK,Streetlighting
Toronto Island Street Lighting,Street lighting,Lake Shore Ave.,Toronto,M5J 2W2,225,Square feet,70,0,94624.963806,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3406.4986970159998,420.55714700747791,NA,TISL,Streetlighting
55 John St LED Ltg,Other,55 John St,Toronto,M5V 3C6,2500,Square feet,168,0,3809644.8016970004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137147.212861092,1523.8642700868029,NA,55JOHNSTLED,Traffic Signals
55 John St Ltg Beacon,Other,55 John St,Toronto,M5V3C6,250,Square feet,168,0,477143.98840000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17177.183582400001,1908.5839059998068,NA,55JOHNBEA,Traffic Signals
Advance Traffic Management,Other,0 Various Locations,Toronto,M5V 3C6,12,Square feet,168,0,1075183.578122,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38706.608812391998,89599.004837797955,NA,ATMS,Traffic Signals
Other Traffic Control Signal Lig,Other,Various Locations,Toronto,M5V 3C6,1,Square feet,168,0,47113.369227000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1696.0812921720001,47113.565532705121,NA,OTCSL,Traffic Signals
Pedestrian Crossovers,Other,Various Locations,Toronto,M5V 3C6,1100,Square feet,168,0,2258408.0308520002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81302.689110672,2053.1067644413288,NA,PEDXO,Traffic Signals
Signs & Flashing Beacons,Other,Various Locations,Toronto,M5V 3C6,100,Square feet,168,0,23849.972059999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858.59899415999985,238.5007143488358,NA,FLASHB,Traffic Signals
Traffic Control Signals,Other,Various Locations,Toronto,M5V 3C6,1000,Square feet,168,0,12515.967096,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.57481545599995,12.516019245862902,NA,TCSIG,Traffic Signals
Bermondsey Transfer Station,Other,188 Bermondsey Dr.,North York,M4A 1Y1,48976,Square feet,70,0,1181629.8242900001,kWh,8190.8772730000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58098.801321185376,25.892350843374334,NA,BTS,Transfer Stations
Commissioners St Transfer Stn,Other,400 Commissioners St.,Toronto,M4M 3K2,76424,Square feet,70,0,804652.90416099993,kWh,78649.787878000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178377.72008375384,21.393047297744307,NA,CSTS,Transfer Stations
Disco Road Transfer Station,Other,120 Disco Rd,Etobicoke,M9W 1M4,57049,Square feet,70,0,8160337.5795159992,kWh,14387.213548000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321103.39856757608,145.70375937480793,NA,DRTS,Transfer Stations
Dufferin Transfer Station,Other,35 Vanley Cres,North York,M3J 2B7,120663,Square feet,70,0,1818608.6875119999,kWh,111170.490261,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276659.38139435108,24.79811635914313,NA,DTS,Transfer Stations
Ingram Drive Transfer Station,Other,50 Ingram Dr,Toronto,M6M 2L6,112268,Square feet,70,0,1532550.930892,kWh,56376.214052999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162269.16358645557,18.95203264241124,NA,IDTS,Transfer Stations
Scarborough Transfer Station,Other,1850 Markham Rd,Scarborough,M1B 2W2,96595,Square feet,70,0,2342545.893774,kWh,86510.971505999987,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248675.67963609711,33.705990771963656,NA,STS,Transfer Stations
Victoria Park Transfer Station,Other,3350 Victoria Pk Ave.,North York,M2H 3K5,83959,Square feet,70,0,947172.19200000004,kWh,104215.135318,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232074.64932425143,24.385105330668598,NA,VPTS,Transfer Stations
Bus Shelters,Other,Various Locations,Toronto,M5V 3C6,267,Square feet,168,0,511325.055643,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18407.702003147999,1915.0830942474349,NA,BUSHEL,Transportation - Others
Union Station,Other,61 Front St. W.,Toronto,M5J 1E5,765564,Square feet,168,0,14483369.418259,kWh,284792.88333300001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3930596.9852734488,49.093791746792462,NA,UNION,Transportation Hub
0 Bay St Near Ququay,Other,0 Bay St Near Ququay,Toronto,M5J 2R8,0,Square feet,168,0,321871.371613,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11587.369378067999,NA,NA,0BAYQQ,TTC
128 York St Pole 50,Other,128 York St Pole 50,Toronto,M5H 1P9,1,Square feet,168,0,908.93191900000011,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.721549084000003,908.93570621632921,NA,128YOR,TTC
1328 Lansdowne Ave,Other,1328 Lansdowne Ave,Toronto,M6H 3Z8,0,Square feet,168,0,6682.9036260000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.58453053599999,NA,NA,1328LA,TTC
15 Price St,Parking garages,15 Price St,Toronto,M4W 1Y7,71,Square feet,168,0,19859.341393999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714.93629018399986,279.71019917261702,NA,15PS,Parking Lots and Garages
1577 Danforth Ave Unit Ttcpkg,Other,1577 Danforth Ave Unit Ttcpkg,Toronto,M4C 1H7,0,Square feet,100,0,214605.134468,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7725.7848408479995,NA,NA,1577DA,TTC
16 Riverview Gdns,Other,16 Riverview Gdns,Toronto,M6S 4E6,1,Square feet,168,0,5036.0040239999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.29614486399998,5036.0250073501002,NA,16RIVER,TTC
1635 Danforth Ave,Other,1635 Danforth Ave,Toronto,M4C 1H6,0,Square feet,100,0,759086.67483099992,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27327.120293915996,NA,NA,1635DA,TTC
1873 Bloor Street W,Other,1873 Bloor Street W,Toronto,M6R 2Z3,0,Square feet,168,0,49438.850221999994,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1779.7986079919997,NA,NA,1873BL,TTC
1996 St Clair Ave W,Other,1996 St Clair Ave W,Toronto,M6N 5B9,0,Square feet,168,0,32983.810483000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187.417177388,NA,NA,1996ST,TTC
203 Bathurst St Near Wol Lp,Other,203 Bathurst St Near Wol Lp,Toronto,M5T 2S2,0,Square feet,168,0,8151.0659640000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.43837470400001,NA,NA,203BAT,TTC
2497 Queen St E,Other,2497 Queen St E,Toronto,M4E 1H3,1,Square feet,168,0,29931.067788,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077.518440368,29931.19250078245,NA,2497QU,TTC
27 Lascelles Blvd,Other,27 Lascelles Blvd,Toronto,M5P 1K5,0,Square feet,168,0,71242.019704999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2564.71270938,NA,NA,27LASC,TTC
298 Dundas St W Pole 76,Other,298 Dundas St W Pole 76,Toronto,M5T 1G2,2,Square feet,168,0,1394.480736,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.201306495999994,697.24327316819995,NA,298DUN,TTC
3 Spadina Ave Pole 5,Other,3 Spadina Ave Pole 5,Toronto,M5V,1,Square feet,168,0,908.93191900000011,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.721549084000003,908.93570621632921,NA,3SPADI,TTC
30 Denton Ave,Other,30 Denton Ave,Scarborough,M1L 4P2,0,Square feet,168,0,1855.8713250000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.811367699999991,NA,NA,30DENTON,TTC
300 TRANSIT RD,Other,300 TRANSIT RD,North York,M3H 6C3,0,Square feet,168,0,62023.233113000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2232.8363920679999,NA,NA,300TRANSIT,TTC
348 Queens Quay W,Other,348 Queens Quay W,Toronto,M5V 3T1,1,Square feet,168,0,908.93191900000011,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.721549084000003,908.93570621632921,NA,348QUE,TTC
366 Old Weston Rd,Other,366 Old Weston Rd,Toronto,M6N 3B1,0,Square feet,168,0,7473.4598990000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.04455636400002,NA,NA,366OLD,TTC
40 Dufferin St,Other,40 Dufferin St,North York,M3H 2T6,0,Square feet,168,0,52929.148153000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905.4493335079999,NA,NA,40DUFF,TTC
406 Victoria Park Ave Pole Opp 3,Other,406 Victoria Park Ave Pole Opp 3,Toronto,M4E 3T2,0,Square feet,168,0,22158.718346000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797.71386045600002,NA,NA,406VIC,TTC
554 Queen St W Pole 186,Other,554 Queen St W Pole 186,Toronto,M5V 2B5,1,Square feet,168,0,457.76541400000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.479554904,457.76732135589168,NA,554QUE,TTC
65 The Queensway,Other,65 The Queensway,Toronto,M6S 5A7,0,Square feet,168,0,138695.950392,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4993.0542141119995,NA,NA,65THE,TTC
715 Spadina Ave,Other,715 Spadina Ave,Toronto,M5S 2J4,0,Square feet,168,0,168626.00328999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6070.536118439999,NA,NA,715SPA,TTC
Allen Road Yard,Other,8 Allen Rd,North York,M3H 5W4,0,Square feet,70,0,16185.794436999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.68859973199994,NA,NA,ARY,TTC
Arrow Road Bus Garage,Other,700 Arrow Rd,North York,M9M 2M1,0,Square feet,70,0,3479926.145484,kWh,448521.62387100002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977329.38488892396,NA,NA,700ARR,TTC
Asquith Substation,Other,34 Asquith Ave,Toronto,M4W 3W7,0,Square feet,168,0,11916409.272032,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428990.73379315197,NA,NA,ASQU,TTC
Bathurst Subway Stn,Other,815 Bathurst St,Toronto,M6G 1K1,0,Square feet,168,0,851580.56435299991,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30656.900316707994,NA,NA,BATHSW,TTC
Bay Subway Stn,Other,1220 Bay St Stn Yrkvle,Toronto,M4W 3R1,0,Square feet,168,0,784813.83590900002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28253.298092723999,NA,NA,BAYSW,TTC
Bayview Substation,Other,550 Sheppard Ave E,North York,M2K 3C8,0,Square feet,168,0,7630340.3166129999,kWh,542268.01964299998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304833.3856336786,NA,NA,BAYV,TTC
Beaches Substation,Other,1902 Queen St E,Toronto,M4L 1H3,0,Square feet,168,0,1438656.1012900001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51791.619646439998,NA,NA,BEACH,TTC
Bedford Substation,Other,11 Bedford Rd,Toronto,M5R 2J7,0,Square feet,168,0,14234523.969612999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512442.86290606792,NA,NA,BEDF,TTC
Berwick Substation,Other,2180 Yonge St,Toronto,M4S 2A9,0,Square feet,168,0,7648965.7606770005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275362.76738437201,NA,NA,BERW,TTC
Birchmount Bus Garage,Other,400 Danforth Rd,Scarborough,M1L 3X6,150996,Square feet,70,0,3340707.8580629998,kWh,522308.27903199999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112489.2974845681,58.641279574032083,NA,400DAN,TTC
Birchmount Rd,Other,720 Birchmount Rd,Scarborough,M1K 1R4,0,Square feet,168,0,201035.34580699998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7237.2724490519986,NA,NA,BIRCHM,TTC
Bloor Subway Stn,Other,27 Bloor St E Unit Blrstn,Toronto,M4W 3T3,0,Square feet,168,0,1425089.7190720001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51303.229886592002,NA,NA,BLOOSW,TTC
Broadview Substation,Other,787 Broadview Ave,Toronto,M4K 2P8,0,Square feet,168,0,7081158.1480320003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254921.69332915198,NA,NA,BROAD,TTC
Broadview Subway Stn,Other,771 Broadview Ave Unit Stn,Toronto,M4K 2P1,0,Square feet,168,0,637505.67352900002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22950.204247043999,NA,NA,BROASW,TTC
Carlaw Substation,Other,369 Carlaw Ave,Toronto,M4M 1V1,0,Square feet,168,0,2407898.8986450001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86684.360351219992,NA,NA,CARL,TTC
Casa Loma Substation,Other,278 Dupont St,Toronto,M5R 2T8,0,Square feet,168,0,7047809.2122900002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253721.13164243998,NA,NA,CASAL,TTC
Castle Frank Subway Stn,Other,700 Bloor St E Stn Castle,Toronto,M4W 3Z2,0,Square feet,168,0,523200.54823499999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18835.21973646,NA,NA,CASTSW,TTC
Chester Subway Stn,Other,8 Chester Ave Unit Stn,Toronto,M4K 2Z8,0,Square feet,168,0,247384.834118,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8905.8540282479989,NA,NA,CHESW,TTC
Christie Subway Stn,Other,5 Christie St Unit Stn,Toronto,M6G 3B1,0,Square feet,168,0,363609.507721,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13089.942277955999,NA,NA,CHRISW,TTC
College Subway Stn,Other,1 Carlton St Room 11Y12,Toronto,M5B 2A1,0,Square feet,168,0,308618.21518100001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11110.255746515999,NA,NA,COLLSW,TTC
Coxwell Substation,Other,336 Coxwell Ave,Toronto,M4L 3B5,0,Square feet,168,0,1545730.7661289999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55646.307580643988,NA,NA,COXW,TTC
Coxwell Subway Stn,Other,351 Strathmore Blvd Unit Coxstn,Toronto,M4C 3C2,0,Square feet,168,0,488207.016871,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17575.452607355997,NA,NA,COXWSW,TTC
Danforth Substation,Other,2357 Danforth Ave,Toronto,M4C 1K7,0,Square feet,168,0,4599981.2115799999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165599.32361687999,NA,NA,DANFO,TTC
Davisville Garage & Shop,Other,1900 Yonge St,Toronto,M4S 3C4,60,Square feet,70,0,5113304.1862359997,kWh,142420.24322599999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454633.26255849586,110280.33512582988,NA,DAVIGS,TTC
Davisville Substation,Other,1868 Yonge St,Toronto,M4S 1X8,0,Square feet,168,0,3957852.6124519999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142482.69404827198,NA,NA,DAVIS,TTC
Davisville Subway Stn,Other,1900 Yonge St Stn N Ptfm,Toronto,M4S 3C4,0,Square feet,168,0,712262.02,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25641.432719999997,NA,NA,DAVISW,TTC
Delaware Substation,Other,215 Delaware Ave,Toronto,M6H 1L5,0,Square feet,168,0,9939379.0896450002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357817.64722722,NA,NA,DELAW,TTC
Don Mills Substation,Other,1700 Sheppard Ave,Toronto,M6H 1L5,0,Square feet,168,0,5387243.0967420004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193940.75148271199,NA,NA,DONM,TTC
Donlands Subway Stn,Other,20 Donlands Ave Unit Donstn,Toronto,M4J 1M1,0,Square feet,168,0,414621.83377400006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14926.386015864002,NA,NA,DONLSW,TTC
Dufferin Subway Stn,Other,1010 Dufferin St Unit Dufstn,Toronto,M6H 4B5,0,Square feet,168,0,587386.74544099998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21145.922835875997,NA,NA,DUFF,TTC
Duncan  Substation,Other,29 Nelson St,Scarborough,M1J 3K8,0,Square feet,168,0,5671464.4073549993,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204172.71866477997,NA,NA,DUNC,TTC
Dundas Subway Stn,Other,2 Dundas St W,Toronto,M5B 1R4,0,Square feet,168,0,565552.53286799998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20359.891183247997,NA,NA,DUNDSW,TTC
Dundas W Subway Stn,Other,2370 Dundas St W,Toronto,M6P 1W9,0,Square feet,168,0,878876.3908830001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31639.550071788002,NA,NA,DUNWSW,TTC
Dupont Subway Stn,Other,278 Dupont St,Toronto,M5R 2T8,0,Square feet,168,0,497122.43090899999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17896.407512723999,NA,NA,DUPONSW,TTC
Eglington Subway Stn,Other,2250 Yonge St,Toronto,M4P 3C8,0,Square feet,168,0,1416866.7411700001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51007.202682119998,NA,NA,EGLINSW,TTC
Eglinton Garage,Other,38 Comstock Rd,Scarborough,M1L 2G6,120986,Square feet,70,0,2782810.2989349999,kWh,224561.92709700001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526779.21804855997,42.59555292059683,NA,38COMS,TTC
Eglinton West Subway Stn,Other,1300 Eglinton Ave W,Toronto,M6C 2E3,0,Square feet,168,0,1019034.7288240001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36685.250237664004,NA,NA,EGLIWSW,TTC
Ellesmere Substation,Other,1025 Ellesmere Rd,Scarborough,M1P 2L7,0,Square feet,168,0,4814817.3981619999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173333.42633383197,NA,NA,ELLESM,TTC
Fairholme Substation,Other,665 Lawrence Ave W,North York,M6A 1A9,0,Square feet,168,0,10201458.870226001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367252.519328136,NA,NA,FAIRH,TTC
Finch Substation,Other,26 Hendon Ave,North York,M2M 4G6,0,Square feet,168,0,9005434.4210320003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324195.63915715198,NA,NA,FINCH,TTC
