Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2015 - Dec/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
Brookdale Park,Other,435 Brookdale Ave,Toronto,M5M 1R5,0,Square feet,100,0,487.067129,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,21,,,BROOKDP,Outdoor Recreational Facilities
Beaty Ave Parkette,Other,66 Beaty Ave,Toronto,M6K 3B4,0,Square feet,100,0,2272.3494,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,100,,,BTAP,Outdoor Recreational Facilities
Bermondsey Transfer Station,Other,188 Bermondsey Dr.,Toronto,M4A 1Y1,48976,Square feet,70,0,1175585.37,kWh,10452.26765,Cubic meter,,,,,,,,,,,,,,,,,,,"71,481",26.3,,BTS,Transfer Stations
Bartonville Park,"Storage facilities where equipment or vehicles are maintained, repaired or stored",5 Bartonville Ave E,Toronto,M6M 2B1,3606,Square feet,70,0,30348.29279,kWh,12368.10628,Cubic meter,,,,,,,,,,,,,,,,,,,"24,711",44.6,,BTVP,Storage Facilities
Bus Shelters,Other,Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,533541.3887,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"23,476",,,BUSHEL,Transportation - Others
Buttonwood Rink,Other,30 Mulham Pl,Toronto,M9A 4W1,0,Square feet,100,0,174215.6046,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"7,665",,,BUTTR,Outdoor Recreational Facilities
Bestview Park,Other,115 Bestview Dr,Toronto,M2M 2Y1,0,Square feet,100,0,10325.29861,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,454,,,BVP,Outdoor Recreational Facilities
Kennedy Park Sewage Pumping Station,Facilities related to the pumping of sewage,15 Birchview Cr,Toronto,M6P 3H9,151,Square feet,168,121.3204648,18134.35952,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,798,120.1,149.5,BVPS,Sewage Pumping Facilities
Jean Sibelius Square,Other,50 Kendal Ave,Toronto,M5R 2Z5,183,Square feet,100,0,11673.22735,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,514,63.8,,BWAP,Outdoor Recreational Facilities
Brock West Landfill,Other,2357 Meriadoc Dr,Pickering,L1X 2T1,10764,Square feet,70,0,176923.6525,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"7,785",16.4,,BWL,Landfill Operations
Bentworth Park Yard - Bldg 1,"Storage facilities where equipment or vehicles are maintained, repaired or stored",140 Bentworth Ave,Toronto,M6A 1P7,5554,Square feet,70,0,21529.04705,kWh,11829.39412,Cubic meter,,,,,,,,,,,,,,,,,,,"23,305",26.4,,BWPY-1,Storage Facilities
Bentworth Park Yard - Bldg 2,"Storage facilities where equipment or vehicles are maintained, repaired or stored",140 Bentworth Ave,Toronto,M6A 1P7,6330,Square feet,70,0,42773.23397,kWh,14205.58095,Cubic meter,,,,,,,,,,,,,,,,,,,"28,731",30.4,,BWPY-2,Storage Facilities
Bayview,Public libraries,2901 Bayview Ave,Toronto,M2N 5Z7,6340,Square feet,70,0,143240.9948,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"6,303",22.6,,BY,Public Libraries
Berczy Park,Other,45 Wellington St E,Toronto,M5E 1C7,0,Square feet,100,0,42247.42361,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,859",,,BZP,Outdoor Recreational Facilities
Caledonia Rd Serv Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1141 Caledonia Rd,Toronto,M6A 2W9,1981,Square feet,70,0,50776.91937,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,234",25.6,,CALEY,Storage Facilities
Caledonia Park Baseball,Other,1139 Caledonia Rd,Toronto,M6A 2W9,1765,Square feet,100,0,30558.60113,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,345",17.3,,CALP,Outdoor Recreational Facilities
Canoe Landing Park,Other,95 Fort York Blvd,Toronto,M5V 3Y7,0,Square feet,100,0,52063.18897,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,291",,,CANOE,Outdoor Recreational Facilities
Carlton Park,Other,60 Edith Ave,Toronto,M6P 3T5,506,Square feet,100,0,7271.381708,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,320,14.4,,CARLP,Outdoor Recreational Facilities
Car Park,Parking garages,12 Harlandale Ave,Toronto,M2N 1N9,0,Square feet,168,0,8658.898685,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,381,,,CARP,Parking Lots and Garages
Castlefield Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1401 Castlefield Ave Yard,Toronto,M6B 1G7,36447,Square feet,70,0,346571.2043,kWh,58807.49221,Cubic meter,,,,,,,,,,,,,,,,,,,"126,395",26.5,,CASTY,Storage Facilities
Colborne Lodge,Cultural facilities,1 Colborne Lodge Dr,Toronto,M6R 2Z3,7050,Square feet,100,0,144613.9618,kWh,10876.20457,Cubic meter,,,,,,,,,,,,,,,,,,,"26,919",36.8,,CBL,Cultural Facilities
Cumberland St Parkette,Other,115 Cumberland St,Toronto,M5R 3N7,0,Square feet,100,0,101309.7008,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,458",,,CBLP,Outdoor Recreational Facilities
Cherry Beach Life Stn,Police stations and associated offices and facilities,0 Cherry St,Toronto,M5A 3L2,680,Square feet,168,0,18549.66665,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,816,27.3,,CBLS,Police Stations
Campbell Ave Playground,Other,225 Campbell Av,Toronto,M1P 4N7,1453,Square feet,100,0,200460.0989,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"8,820",138.0,,CBPG,Outdoor Recreational Facilities
Cliffcrest,Public libraries,3017 Kingston Rd,Toronto,M1M 1P1,4898,Square feet,70,0,81143.36377,kWh,10204.98871,Cubic meter,,,,,,,,,,,,,,,,,,,"22,858",38.6,,CC,Public Libraries
2 Civic Centre Court,"Administrative offices and related facilities, including municipal council chambers",2 Civic Centre Court,Toronto,M9C 5A3,46145,Square feet,70,0,1346079.22,kWh,10040.15588,Cubic meter,,,,,,,,,,,,,,,,,,,"78,203",31.5,,CC2,Administrative Offices
Consolidated Communication Ctr,"Administrative offices and related facilities, including municipal council chambers",703 Don Mills Rd,Toronto,M3C 3N3,132999,Square feet,70,0,8283295.47,kWh,246478.4241,Cubic meter,,,,,,,,,,,,,,,,,,,"830,309",81.8,,CCC,Administrative Offices
Colonel Danforth Park,Other,1 Highland Creek Dr,Toronto,M1C 1P5,2723,Square feet,100,0,7368.117346,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,324,2.7,,CDP,Outdoor Recreational Facilities
Cecil Community Ctr,Community centres,58 Cecil St,Toronto,M5T 1N6,5769,Square feet,100,0,83490.95847,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,674",14.5,,CECIC,Community Centres
Cedarbrae,Public libraries,545 Markham Rd,Toronto,M1H 2A2,31506,Square feet,70,0,606152.37,kWh,38955.76008,Cubic meter,,,,,,,,,,,,,,,,,,,"100,297",32.3,,CED,Public Libraries
Phil White Arena,Indoor sports arenas,443 Arlington Ave,Toronto,M6C 3A4,25941,Square feet,100,0,881718.2558,kWh,20827.90659,Cubic meter,,,,,,,,,,,,,,,,,,,"78,160",42.5,,CEDAA,Indoor Sports Arena
Cedar Brook C.C,Community centres,91 Eastpark Blvd,Toronto,M1H 1C6,14951,Square feet,100,0,127412.6406,kWh,10537.18529,Cubic meter,,,,,,,,,,,,,,,,,,,"25,521",16.0,,CEDBC,Community Centres
Cedar Ridge Creative Centre,Cultural facilities,225 Confederation Dr,Toronto,M1G 1B2,13110,Square feet,100,0,145580.3372,kWh,18511.04736,Cubic meter,,,,,,,,,,,,,,,,,,,"41,391",26.0,,CEDRC,Cultural Facilities
Centennial R.C (Ice Galaxy),Indoor recreational facilities,1967 Ellesmere Rd,Toronto,M1H 2W5,102376,Square feet,100,0,2534535.76,kWh,232586.2279,Cubic meter,,,,,,,,,,,,,,,,,,,"551,108",48.7,,CENTC,Indoor Recreational Facilities
Central Equipment Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1026 Finch Ave. W,Toronto,M3J 2E1,148198,Square feet,70,0,1302563.94,kWh,321063.337,Cubic meter,,,,,,,,,,,  ,0,  ,,,,,  ,"664,123",31.7,,CEY,Storage Facilities
Trinity Comm Rec Ctr,Indoor recreational facilities,155 Crawford St,Toronto,M6J 2V5,36909,Square feet,100,0,752223.5074,kWh,232911.5915,Cubic meter,,,,,,,,,,,,,,,,,,,"473,301",87.0,,CF155,Indoor Recreational Facilities
Carefree Lodge,Long-term care,306 Finch Ave.E.,Toronto,M2N 4S5,67490,Square feet,168,0,1235665.12,kWh,113740.2068,Cubic meter,,,,,,,,,,,,,,,,,,,"269,338",36.1,,CFL,Long Term Care Homes
Civic Garden Centre,Cultural facilities,755 Lawrence Ave.E.,Toronto,M3C 1P2,36953,Square feet,100,0,409344.0854,kWh,48330.79583,Cubic meter,,,,,,,,,,,,,,,,,,,"109,356",24.9,,CGC,Cultural Facilities
City Hall,"Administrative offices and related facilities, including municipal council chambers",100 Queen St W,Toronto,M5H 2N1,780061,Square feet,70,0,13479940.56,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,384,659",35.8,,CH,Administrative Offices
Chapley C.C / Wilmington Park,Community centres,205 Wilmington Ave.,Toronto,M3H 6B3,6997,Square feet,100,0,335026.1752,kWh,20406.512,Cubic meter,,,,,,,,,,,,,,,,,,,"53,309",78.7,,CHAPC,Community Centres
City Hall Eternal Flame,Other,100 Queen St W,Toronto,M5H 2N1,0,Square feet,168,0,0,0,4,Cubic meter,,,,,,,,,,,,,,,,,,,8,,,CHEF,EDC - Others
Chaplin Parkette,Other,43 Chaplin Cr Opp,Toronto,M5P 1A2,0,Square feet,100,0,13654.7089,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,601,,,CHLP,Outdoor Recreational Facilities
City Hall Nathan Phillips Sqr,Other,110 Queen Street West,Toronto,M5H 2N1,3606,Square feet,100,0,823555.8,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"207,367",445.5,,CHNPS,Outdoor Recreational Facilities
Cresthaven Park Tennis,Other,47 Cresthaven Dr,Toronto,M2H 1L9,1916,Square feet,100,0,53481.91294,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,353",27.9,,CHP,Outdoor Recreational Facilities
Chelsea Avenue Playground,Other,103 Chelsea Ave,Toronto,M6P 2B7,0,Square feet,100,0,22.827199,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,1,,,CHPG,Outdoor Recreational Facilities
Chris Tonks Arena,Indoor sports arenas,2801 Eglinton Ave,Toronto,M6M 5B4,23638,Square feet,100,0,639789.034,kWh,25397.17164,Cubic meter,,,,,,,,,,,,,,,,,,,"76,151",38.4,,CHRIA,Indoor Sports Arena
Public Health HQ,"Administrative offices and related facilities, including municipal council chambers",277 Victoria St,Toronto,M5B 1W2,111385,Square feet,70,0,1767846.383,kWh,49640.34824,Cubic meter,,,,,,,,,,,,,,,,,,,"171,605",20.6,,CHRO,Administrative Offices
Christie Pits,Other,750 Bloor St W,Toronto,M6G 3K4,29536,Square feet,100,0,32301.89386,kWh,12120.52429,Cubic meter,,,,,,,,,,,,,,,,,,,"24,329",5.4,,CHTP,Outdoor Recreational Facilities
Centre Island Buildings,Other,0 Centre Isld,Toronto,M5J 2V3,11926,Square feet,100,0,359270.6316,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"15,808",30.1,,CIB,Outdoor Recreational Facilities
Centre Island Police Division,Police stations and associated offices and facilities,0 Centre Isl Unit Pl Stn,Toronto,M5J 2V3,1001,Square feet,168,0,16943.84134,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,746,16.9,,CIPD,Police Stations
Church Isabella Resident Coop,Social housing,56 Wellesley St E,Toronto,M4Y 1N4,19106,Square feet,168,0,908.913339,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,0.0,,CIRC,Shelters & Housing
City Kids Childcare Centre,Other,34 Bathurst,Toronto,M5V 2P1,8460,Square feet,100,0,69389.77969,kWh,9991.170827,Cubic meter,,,,,,,,,,,,,,,,,,,"21,936",20.7,,CKCCC,Child Care Facilities
North York Central,Public libraries,5120 Yonge St,Toronto,M2N 6L4,168014,Square feet,70,0,2282545.22,kWh,163266.1338,Cubic meter,,,,,,,,,,,,,,,,,,,"409,005",23.8,,CL,Public Libraries
Close Avenue Parkette,Other,50 Close Ave,Toronto,M6K 2V2,0,Square feet,100,0,13634.06827,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,600,,,CLAP,Outdoor Recreational Facilities
Clarence Square,Other,25 Clarence Sq,Toronto,M5V 1H1,0,Square feet,100,0,3489.360415,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,154,,,CLASQ,Outdoor Recreational Facilities
Columbus Parkette,Other,1981 Dundas St W,Toronto,M6R 1W7,226,Square feet,100,0,4467.819945,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,197,19.8,,CLBP,Outdoor Recreational Facilities
Clydesdale Park Tennis,Other,116 Clydesdale Dr,Toronto,M2J 3N2,2185,Square feet,100,0,67766.57833,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,982",31.0,,CLDP,Outdoor Recreational Facilities
Craigleigh Gardens,Other,149 South Dr,Toronto,M4W 1S3,0,Square feet,100,0,20289.03321,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,893,,,CLGD,Outdoor Recreational Facilities
Cummer Lodge,Long-term care,205 Cummer Ave,Toronto,M2M 2E8,243200,Square feet,168,0,4712908.181,kWh,712609.6722,Cubic meter,,,,,,,,,,,,,,,,,,,"1,554,200",50.3,,CLOD,Long Term Care Homes
College Park,Other,484 Yonge St,Toronto,M4Y 1X5,0,Square feet,100,0,3635.73412,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,160,,,CLSP,Outdoor Recreational Facilities
Coleman Park,Other,19 Coleman Ave,Toronto,M4C 1P8,226,Square feet,100,0,3559.580471,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,157,15.8,,CMP,Outdoor Recreational Facilities
Community Centre 55,Community centres,97 Main St,Toronto,M4E 2V6,8999,Square feet,100,0,61873.64887,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,722",6.9,,COM55C,Community Centres
Commander Park C.C,Community centres,140 Commander Blvd,Toronto,M1S 3H7,56317,Square feet,100,0,977953.35,kWh,47599,Cubic meter,,,,,,,,,,,,,,,,,,,"132,992",26.3,,COMMC,Community Centres
Cosburn Ave Unit Haldo,Other,530 Cosburn Ave,Toronto,M4J 4Y7,0,Square feet,100,0,48740.57755,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,145",,,COSBUR,Outdoor Recreational Facilities
Coronation Park,Other,663 Lake Shore Blvd. W,Toronto,M5V 3Y7,8105,Square feet,100,0,253507.4924,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"11,154",31.3,,CP,Outdoor Recreational Facilities
Clanton Park Baseball,Other,15 Clanton Park Rd,Toronto,M3H 2B5,3025,Square feet,100,0,35965.60871,kWh,1.111111,Cubic meter,,,,,,,,,,,,,,,,,,,"1,585",11.9,,CPBB,Outdoor Recreational Facilities
Centennial Greenhouse,Other,149-151 Elmcrest Rd,Toronto,M9C 3S2,29170,Square feet,168,0,288926.3443,kWh,223175.1124,Cubic meter,,,,,,,,,,,,,,,,,,,"434,514",90.7,,CPGH,Greenhouses
Cumber Sewage Pumping Station,Facilities related to the pumping of sewage,5316 Lawrence Ave E,Toronto,M1C 1R5,635,Square feet,168,0,314196.1219,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"13,825",494.8,,CPS,Sewage Pumping Facilities
Centennial Pk Svc Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",149 Elmcrest Rd,Toronto,M9C 3S2,1023,Square feet,70,0,67917.91999,kWh,8831.506522,Cubic meter,,,,,,,,,,,,,,,,,,,"19,680",157.5,,CPSB,Storage Facilities
Carr St Parkette,Other,2 Carr St,Toronto,M5T 2M6,194,Square feet,100,0,2.0752,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,0,0.0,,CRSP,Outdoor Recreational Facilities
College Shaw,Public libraries,766 College St.,Toronto,M6G 1C2,7685,Square feet,70,0,81405.73048,kWh,10000.63445,Cubic meter,,,,,,,,,,,,,,,,,,,"22,483",24.3,,CS,Public Libraries
Central Services Office,"Administrative offices and related facilities, including municipal council chambers",329 Chaplin Cres.,Toronto,M5N 2M9,18299,Square feet,70,0,188604.5533,kWh,22514.02961,Cubic meter,,,,,,,,,,,,,,,,,,,"50,850",23.3,,CSO,Administrative Offices
College Street Park,Other,0 College St Opp T53,Toronto,M5G 2B3,0,Square feet,100,0,1817.85456,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,80,,,CSP,Outdoor Recreational Facilities
Cassels Ave Playground,Other,69 Cassels Ave,Toronto,M6P 1C3,183,Square feet,100,0,1363.428692,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,60,7.5,,CSPG,Outdoor Recreational Facilities
Colonel Samuel Smith Park,Other,3175 Lake Shore Blvd W.,Toronto,M8V 1L4,0,Square feet,100,0,54199.49502,kWh,33334.37392,Cubic meter,,,,,,,,,,,,,,,,,,,"65,387",,,CSSP,Outdoor Recreational Facilities
Commissioners St Transfer Stn,Other,400 Commissioners St.,Toronto,M4M 3K2,76424,Square feet,70,0,781117.34,kWh,94187.15593,Cubic meter,,,,,,,,,,,,,,,,,,,"212,383",23.2,,CSTS,Transfer Stations
Barbara Hall Park,Other,5 Cawthra Sq,Toronto,M4Y 2C9,0,Square feet,100,0,4544.736279,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,200,,,CSWP,Outdoor Recreational Facilities
Centennial,Public libraries,578 Finch Ave W,Toronto,M2R 1N7,6867,Square feet,70,0,103043.1183,kWh,8689.068235,Cubic meter,,,,,,,,,,,,,,,,,,,"20,956",28.4,,CT,Public Libraries
Charlottetown Park,Other,71 Charlottetown Blvd,Toronto,M1C 2C7,0,Square feet,100,0,2732.004,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,120,,,CTP,Outdoor Recreational Facilities
Cawthra Playground,Other,353 Albany Av Park,Toronto,M5R 3E2,183,Square feet,100,0,148.125106,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,7,0.8,,CTPG,Outdoor Recreational Facilities
Central Arena,Indoor sports arenas,50 Montgomery Rd,Toronto,M8X 1Z4,32001,Square feet,100,0,1430436.2,kWh,196624.3532,Cubic meter,,,,,,,,,,,,,,,,,,,"434,559",109.6,,CTRLA,Indoor Sports Arena
Centennial Ski Chalet,Other,256 Centennial Pk Rd,Toronto,M9C 5N3,7621,Square feet,100,0,203439.7756,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"8,951",26.7,,CTSC,Outdoor Recreational Facilities
Centennial Ski Hill,Other,206 Centennial Pk Rd,Toronto,M9C 5N3,0,Square feet,100,0,321215.1587,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"14,133",,,CTSH,Outdoor Recreational Facilities
Cummer Arena,Indoor sports arenas,6000 Leslie St,Toronto,M2H 1J9,34348,Square feet,100,0,1425768.34,kWh,153346.0952,Cubic meter,,,,,,,,,,,,,,,,,,,"352,558",88.6,,CUMMA,Indoor Sports Arena
Curran Hall C.C,Community centres,277 Orton Park Rd,Toronto,M1G 3B9,2508,Square feet,100,0,37793.55859,kWh,4304.419412,Cubic meter,,,,,,,,,,,,,,,,,,,"9,798",33.2,,CURAC,Community Centres
Central Water Services,"Storage facilities where equipment or vehicles are maintained, repaired or stored",545 Commissioners St.,Toronto,M4M 1A5,32679,Square feet,70,0,1151106.15,kWh,25901.18768,Cubic meter,,,,,,,,,,,,,,,,,,,"99,602",43.6,,CWS,Storage Facilities
Castleview Wychwood Towers,Long-term care,351 Christie St,Toronto,M6G 3C3,294447,Square feet,168,0,5375163.399,kWh,355246.5867,Cubic meter,,,,,,,,,,,,,,,,,,,"907,923",31.0,,CWT,Long Term Care Homes
Danforth Coxwell,Public libraries,1675 Danforth Ave.,Toronto,M4C 5P2,9612,Square feet,70,0,112600.4565,kWh,9688.392045,Cubic meter,,,,,,,,,,,,,,,,,,,"23,265",22.4,,DA,Public Libraries
Fire Services - East Command Offices,"Storage facilities where equipment or vehicles are maintained, repaired or stored",3 Dohme Ave,Toronto,M4B 1Y8,25898,Square feet,70,0,154522.6474,kWh,26254.88485,Cubic meter,,,,,,,,,,,,,,,,,,,"56,421",16.7,,DA3,Storage Facilities
David A. Balfour Park,Other,75 Rosehill  Ave,Toronto,M4T 2C4,0,Square feet,100,0,21032.1519,kWh,3525.868164,Cubic meter,,,,,,,,,,,,,,,,,,,"7,589",,,DABP,Outdoor Recreational Facilities
Dee Avenue Lab,Other,30 Dee Ave.,Toronto,M9N 1S9,14994,Square feet,70,0,1340258.07,kWh,64931.2138,Cubic meter,,,,,,,,,,,,,,,,,,,"181,691",135.1,,DAL,Laboratory
Dallington Park 32 Glentworth,Other,Dallington Park 32 Glentworth,North York,M2J 2E4,0,Square feet,100,0,669.156329,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,29,,,DALLP,Outdoor Recreational Facilities
Davenport C.C,Community centres,1347 Davenport Rd,Toronto,M6H 2H5,2282,Square feet,100,0,3200.120231,kWh,5249.924598,Cubic meter,,,,,,,,,,,,,,,,,,,"10,063",25.7,,DAVPC,Community Centres
Dawes Crossing,Cultural facilities,1052 Victoria Park,Toronto,M4B 2K1,0,Square feet,168,0,1015.302706,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,45,,,DAWES,Cultural Facilities
David Crombie Park,Other,131 The Esplanade,Toronto,M1P 4N7,0,Square feet,168,0,3063.878387,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,135,,,DCBP,Outdoor Recreational Facilities
Danforth Childcare Centre,Other,1125 Danforth Ave,Toronto,M4J 4B3,6351,Square feet,100,0,136267.7174,kWh,10019.89201,Cubic meter,,,,,,,,,,,,,,,,,,,"24,933",38.1,,DCC,Child Care Facilities
Detective Services Building,Police stations and associated offices and facilities,160-180 Duncan Mill Rd,Toronto,M3B 1Z3,24000,Square feet,168,0,398071.2707,kWh,17843.63882,Cubic meter,,,,,,,,,,,,,,,,,,,"51,240",24.4,,DCM160,Police Stations
Duncan Creek,Other,115 Aspenwood Dr,Toronto,M2H 2G2,0,Square feet,100,0,12160.89828,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,535,,,DCRE,Outdoor Recreational Facilities
Derrydowns Park,Other,1705 Finch Ave.W.,Toronto,M3J 1S5,743,Square feet,100,0,7445.455812,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,328,10.0,,DDP,Outdoor Recreational Facilities
Dundas St Parkette,Other,158 Boulton Ave,Toronto,M4M 2J4,0,Square feet,100,0,2726.798476,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,120,,,DDSP,Outdoor Recreational Facilities
Dell Park,Other,50 Dell Park Ave,Toronto,M6B 2T6,0,Square feet,100,0,2777.350019,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,122,,,DELL,Outdoor Recreational Facilities
Dentonia Park Ave Unit F,Other,80 Thyra Ave,Toronto,M4C 5G5,0,Square feet,100,0,6054.652366,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,266,,,DENTON,Outdoor Recreational Facilities
Dufferin Grove Park,Other,875 Dufferin St,Toronto,M6H 4J3,4682,Square feet,100,0,351144.42,kWh,16972.57882,Cubic meter,,,,,,,,,,,,,,,,,,,"47,529",113.3,,DFGP,Outdoor Recreational Facilities
De Grassi St Park,Other,121 De Grassi St,Toronto,M4M 2K7,0,Square feet,100,0,1363.3977,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,60,,,DGSP,Outdoor Recreational Facilities
Dieppe Park Ice Rink,Other,355 Cosburn Ave,Toronto,M4J 2N2,3498,Square feet,100,0,572753.4108,kWh,10245.2245,Cubic meter,,,,,,,,,,,,,,,,,,,"44,565",194.7,,DIEPR,Outdoor Recreational Facilities
Dixon Rink,Other,350 Dixon Rd,Toronto,M4E 2W2,0,Square feet,100,0,13326.86519,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,586,,,DIXOR,Outdoor Recreational Facilities
Donlands Landfill,Other,485 Donlands Ave,Toronto,L3T 4K6,603,Square feet,70,0,43966.01167,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,935",72.9,,DL,Landfill Operations
Dunlace Park Tennis,Other,26 Dunlace Dr,Toronto,M2L 2S1,646,Square feet,100,0,20265.23372,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,892,31.4,,DLP,Outdoor Recreational Facilities
Don Mills,Public libraries,888 Lawrence Ave E,Toronto,M3C 3L2,21560,Square feet,70,0,380806.1547,kWh,36004.62676,Cubic meter,,,,,,,,,,,,,,,,,,,"84,804",35.3,,DM,Public Libraries
Dufferin Maintenance Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",75 Vanley Cres.,Toronto,M3J 2B7,31667,Square feet,70,0,344701.25,kWh,21894.49447,Cubic meter,,,,,,,,,,,,,,,,,,,"56,547",18.2,,DMY,Storage Facilities
Dunn Avenue Parkette,Other,245 Dunn Ave,Toronto,M6K 2S1,0,Square feet,168,0,1817.954763,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,80,,,DNAP,Outdoor Recreational Facilities
Downsview,Public libraries,2793 Keele St,Toronto,M3M 2G3,20021,Square feet,70,0,271407.377,kWh,14146.95571,Cubic meter,,,,,,,,,,,,,,,,,,,"38,680",21.0,,DO,Public Libraries
Don MilIs Arena,Indoor sports arenas,1030 Don Mills Rd,Toronto,M3C 1W6,27857,Square feet,100,0,515277.7683,kWh,84690.58936,Cubic meter,,,,,,,,,,,,,,,,,,,"182,737",50.6,,DONMA,Indoor Sports Arena
Dovercourt B&G Club,Indoor recreational facilities,155 Bartlett Ave,Toronto,M6H 3G1,23971,Square feet,100,0,238513.9106,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"10,495",10.0,,DOVCC,Indoor Recreational Facilities
