operation_name,operation_type,city,electricity_quantity,ghg_emissions_kg,year
Warden Hilltop C.C.,Community centres,Toronto,483138.23,60606.7372525,2015
Warden Ave Storm PS,Other,Toronto,42765.404365999995,1881.6777921039998,2015
Woodbine Beach Park,Other,Toronto,61448.259067,2703.7233989479996,2015
Woodbine Childcare Centre,Other,Toronto,65629.986141,3823.366313184,2015
Wesburn Manor,Long-term care,Toronto,2143023.187645,938641.33394162,2015
Woburn Park,Other,Toronto,3693.925356,162.532715664,2015
Woburn Ave Playground,Other,Toronto,729.3688000000001,32.0922272,2015
Donald Summerville Olympic Pool,Other,Toronto,410868.886143,116956.75131220199,2015
Willowridge Childcare Centre,Other,Toronto,87478.78329600001,32774.833016453995,2015
Wilket Creek Park,Other,Toronto,55218.029171,2429.593283524,2015
Woodward & Highland,Other,Thornhill,2816.843629,123.94111967599999,2015
Willowdale Lawn Bowling,Indoor recreational facilities,Toronto,46255.658266000006,22322.238805214,2015
West Deane Pool (outdoor),Other,Toronto,31185.194714,12338.155112265998,2015
Western District Office,Administrative Offices,Toronto,29090.365647,29305.815709548,2015
West Rouge C.C,Community centres,Toronto,245971.12222199998,102132.40937587799,2015
West Scarborough N.C,Community centres,Toronto,290494.790702,245310.33558962797,2015
Westwood Park,Other,Toronto,3772.673283,165.997624452,2015
Westway Rink (outdoor),Other,Toronto,213572.212571,39766.809848704,2015
William Goodwin House,Cultural facilities,Toronto,31629.29295,12249.312227969998,2015
Westgrove Pool (outdoor),Other,Toronto,238105.896274,35092.187298296,2015
Whitlam Warehouse,Indoor recreational facilities,Toronto,64103.888359000004,93665.22733433598,2015
W.H. Johnston Pumping Station,Water Pumping,Toronto,2673550.99,117636.24356,2015
West Humber Parkland,Other,Toronto,30288.360931000003,1332.687880964,2015
Wards Island Buildings,Other,Toronto,11606.849553,15108.548283131999,2015
William H. Bolton Arena,Indoor sports arenas,Toronto,798707.579805,35143.13351142,2015
Willowdale Park Tennis,Other,Toronto,6676.403931,293.761772964,2015
Winchester Park North,Other,Toronto,1854.9365710000002,81.617209124,2015
Ward's Island Sewage Pumping Station,Sewage Pumping,Toronto,3510.3210729999996,154.45412721199997,2015
Wirral Crt Sewage Pumping Station,Sewage Pumping,Toronto,67165.139116,2955.266121104,2015
Withrow Park,Other,Toronto,6343.791239,29797.767138976,2015
Wellesley Jarvis Office,Administrative Offices,Toronto,1344964.98,59178.45911999999,2015
Wellesley Park,Other,Toronto,12344.289473,543.148736812,2015
Wanless Park,Other,Toronto,59208.5001,2886.51400278,2015
Wigmore Park,Other,Toronto,10580.439624,465.539343456,2015
Woodview Park,Public libraries,Toronto,54209.237482000004,12251.924737837999,2015
Withrow Park Ice Rink,Other,Toronto,278615.000909,12259.060039995999,2015
WPC Service Chambers,Other,Toronto,344766.48207800003,15169.725211432,2015
Women's Residence,Social housing,Toronto,527694.672751,133762.770562304,2015
Water Revenue Office,Administrative Offices,Toronto,179134.307416,40142.29331200399,2015
West Rouge Sewage Pumping Station,Sewage Pumping,Toronto,222151.859997,9774.681839867999,2015
Woodside Square,Public libraries,Toronto,149054.36606,43967.16210853,2015
WS Service Chambers,Other,Toronto,193403.929583,8509.772901651999,2015
Western Services Yard,Storage,Toronto,22883.840951000002,20840.248760223996,2015
Weston,Public libraries,Toronto,173659.437059,41773.618926346,2015
Weston Park,Other,Toronto,58856.751989000004,57843.84708751599,2015
West Toronto Pumping Station,Water Pumping,Toronto,6772784.97,298002.53868,2015
Wishing Well Park,Other,Toronto,54690.058235,2406.36256234,2015
Wychwood,Public libraries,Toronto,117825.608765,26391.432603669997,2015
Wellington Yard & Office,Storage,Toronto,48228.356078000004,2122.0476674320003,2015
Wellington Yard & Storage,Storage,Toronto,25360.058541000002,14019.632387933998,2015
York Civic Center,Administrative Offices,Toronto,1472576.6810249998,330249.39574184996,2015
York Mills Valley Park,Other,Toronto,44922.538778,1976.591706232,2015
Yorkville,Public libraries,Toronto,198504.22682799998,62746.33507917199,2015
Yonge & Eglinton Water Mtr 31,Other,Toronto,509.32725700000003,22.410399308,2015
David Appleton Community Centre,Community centres,Toronto,63974.471726,17176.877803114,2015
York Mills Arena,Indoor sports arenas,Toronto,406138.33074299997,71212.13616466199,2015
York Woods,Public libraries,Toronto,784709.554697,144304.268542948,2015
Zion Methodist Church,Cultural facilities,Toronto,14181.770163000001,13546.831350641998,2015
Zooview Park,Other,Toronto,2651.084655,116.64772482,2015
Zion School House,Cultural facilities,Toronto,19921.569847,9887.283007147998,2015
Casa Loma,Cultural facilities,Toronto,1062313.2900999999,76967.45297756,2015
Disco Yard,Storage,Toronto,866102.49559,437141.98650635,2015
Dyas Road,Administrative Offices,Toronto,1802407.786051,280961.64729775395,2015
Wedgewood Pool and Rink,Other,Toronto,176410.330282,40116.610748978,2015
West Mall Rink and Pool,Other,Toronto,343172.711801,97944.09592089399,2015
Westmount Park and Pool,Other,Toronto,2090.916835,18846.470340739997,2015
#11 Police Division - NEW,Police Station,Toronto,1159026.482903,125106.185171902,2016
#12 Police Division,Police Station,Toronto,642755.5221930001,45990.094099602,2016
#13 Police Division,Police Station,Toronto,529545.304647,120536.319600288,2016
#14 Police Division - NEW,Police Station,Toronto,1450237.352581,124023.567698414,2016
#21 Police Division,Police Station,Toronto,180343.202379,37885.546694136,2016
#22 Police Division,Police Station,Toronto,493995.25647100003,170130.665479004,2016
#23 Police Division New,Police Station,Toronto,890713.1403229999,158824.691302072,2016
#31 Police Division,Police Station,Toronto,617007.431828,131803.148404852,2016
#32 Police Division,Police Station,Toronto,699127.988918,171431.66272088196,2016
#33 Police Division,Police Station,Toronto,413774.591026,89385.11468542399,2016
#41 Police Division,Police Station,Toronto,713576.212059,204067.757137056,2016
#42 Police Division,Police Station,Toronto,618248.772,89278.39617372,2016
#43 Police Division,Police Station,Toronto,899780.308364,224789.172166006,2016
#51 Police Division New,Police Station,Toronto,1407126.2297099999,288179.31735552,2016
#52 Police Division,Police Station,Toronto,1010744.297419,204678.780789146,2016
#53 Police Division,Police Station,Toronto,760163.492903,124773.003191542,2016
#54 Police Division,Police Station,Toronto,495223.356429,126589.115763846,2016
#55 Police Division,Police Station,Toronto,582342.9419110001,51147.957022574,2016
0 Parkside Dr Pole 140,Other,Toronto,1827.8326749999999,80.42463769999999,2016
0 Wickman Rd-Near Fordhs,Street lighting,Toronto,280396.897076,12337.463471344,2016
1 Norton Ave,Parking garages,Toronto,7424.055928,326.65846083199995,2016
1 Simcoe St,Street lighting,Toronto,625739.9130129999,27532.556172571996,2016
10 Arundel Ave,Parking garages,Toronto,0,314.44116510399994,2016
10 Daventry Rd,Other,Toronto,142.89221799999999,6.287257591999999,2016
10 Kingsdale Ave,Parking garages,Toronto,1485.039021,65.341716924,2016
100 Rosedale Valley,Other,Toronto,6209.533358,273.21946775199996,2016
101 Old Sheppard,Other,Toronto,6933.5026020000005,305.074114488,2016
1030 Weston Rd,Street lighting,Toronto,721.5421430000001,31.747854292000003,2016
11 Grenview Blvd,Parking garages,Toronto,1321.534845,58.14753317999999,2016
110 Queen St W,Parking garages,Toronto,4733859.827419001,212140.392405806,2016
111 St Andrews Rd,Other,Toronto,221.28877599999998,9.736706144,2016
1119 Queen St W,Parking garages,Toronto,3151.656316,138.672877904,2016
113 Spadina Lot,Parking garages,Toronto,6163.635196,271.199948624,2016
113 Spadina Rd,Other,Toronto,14322.780858,6388.434873941999,2016
115 Broadview Ave,Parking garages,Toronto,11687.149166000001,514.2345633040001,2016
1155 King St W,Parking garages,Toronto,28123.492339,1237.433662916,2016
117 Hammersmith Ave,Parking garages,Toronto,3716.294577,163.516961388,2016
119 Annette Park Lighting,Other,Toronto,938.73291,41.30424804,2016
12 Woodycrest Ave,Parking garages,Toronto,3950.5970199999997,173.82626888,2016
1231 Queen St W,Other,Toronto,1356.1714670000001,59.671544548,2016
132 Wellington St W,Parking garages,Toronto,719396.905288,31653.463832671998,2016
1325 Queen St W,Parking garages,Toronto,11888.293141,523.084898204,2016
134 Spadina Rd,Other,Toronto,17045.498596999998,18527.767513348,2016
135 Greenlaw Ave,Parking garages,Toronto,6067.19577,266.95661388,2016
136 Spadina Rd,Other,Toronto,5246.8845790000005,230.862921476,2016
139 Marcos Blvd,Other,Toronto,287.521708,12.650955151999998,2016
14 Castlefield Ave,Parking garages,Toronto,35289.2932,1552.7289008,2016
14 John St,Parking garages,Toronto,197.13996500000002,8.674158460000001,2016
146 Harrison St,Parking garages,Toronto,0,251.746108064,2016
149 Hiawatha Rd,Parking garages,Toronto,5159.495508999999,227.01780239599995,2016
15 Wellesley St E,Parking garages,Toronto,46727.394702000005,2056.005366888,2016
16 Fuller Ave,Parking garages,Toronto,8026.688945000001,353.17431358,2016
16 Lipton Ave,Parking garages,Toronto,4425.565974,194.724902856,2016
16 Rosehill Ave,Parking garages,Toronto,1009290.4825810001,44408.781233564,2016
1608 Danforth Ave,Parking garages,Toronto,6803.658172,299.360959568,2016
161 Spadina Rd,Other,Toronto,1958.9437580000001,12641.134298691999,2016
1699 Lake Shore Blvd W,Other,Toronto,6513.409501,286.590018044,2016
170 Sumach Park,Other,Toronto,3148.216433,138.521523052,2016
1739 Bayview,Other,East York,911.427956,40.102830063999996,2016
17MILL,Other,Toronto,3655.132828,904.626754382,2016
18 Applebaum,Other,Toronto,2856.843402,125.70110968799999,2016
18 Ferrier Ave,Parking garages,Toronto,3063.999329,134.815970476,2016
18 Ossington Ave,Parking garages,Toronto,3238.578351,142.497447444,2016
180 Roxborough,Other,Toronto,1084.768798,47.729827112,2016
1845 Kingston Rd,Other,Toronto,475.57118799999995,20.925132271999995,2016
2 Church St,Parking garages,Toronto,2191470.253871,96424.69117032399,2016
2 Civic Centre Court,Administrative Offices,Toronto,1321972.139032,80385.46017879799,2016
20 Augusta Ave,Parking garages,Toronto,18878.397722,830.649499768,2016
20 Castle Knock Rd,Parking garages,Toronto,10657.358654,468.92378077599994,2016
20 Charles St E,Parking garages,Toronto,358965.287659,32263.606794535997,2016
20 Saint Andrews St,Parking garages,Toronto,0,55412.17061032399,2016
200 Mount Olive Dr,Other,Toronto,7734.392471,340.313268724,2016
2000 Lake Shore,Street lighting,Toronto,7411.3222860000005,326.098180584,2016
201 CLAREMONT ST,Parking garages,Toronto,6651.9321230000005,292.685013412,2016
21 Bedford Park Ave,Parking garages,Toronto,4863.655677,214.00084978799998,2016
22 Glendonwynne Rd,Parking garages,Toronto,6727.778105,296.02223662,2016
23 Chester Ave,Parking garages,Toronto,5175.449407,227.71977390799998,2016
23 Peele Ave,Street lighting,Toronto,510930.70771600003,22480.951139504,2016
230 Medland St,Parking garages,Toronto,7192.551646999999,316.47227246799997,2016
235 DANFORTH,Other,Toronto,61078.146504,2687.4384461759996,2016
2454 Bloor St W,Parking garages,Toronto,456.956811,20.106099684,2016
25 Glenforest Rd,Parking garages,Toronto,4961.818181,218.31999996399998,2016
253 Macpherson Ave,Parking garages,Toronto,3344.872232,147.174378208,2016
26 Alvin Ave,Parking garages,Toronto,35492.155483,1561.654841252,2016
265 Armadale Ave,Parking garages,Toronto,9057.08502,398.51174088,2016
265 Durie St,Parking garages,Toronto,6587.431422999999,289.8469826119999,2016
266 Besborough,Other,Toronto,45.652,2.008688,2016
268 Rhodes Ave,Parking garages,Toronto,2568.931873,113.03300241199999,2016
2696 Eglinton Ave W,Parking garages,Toronto,27108.743560000003,1192.78471664,2016
279 Wilson Heights Blvd,Other,Toronto,553.008678,24.332381832,2016
29 Erindale Ave,Parking garages,Toronto,10049.910193,442.196048492,2016
29 Old Mill Terr,Other,Toronto,53644.618308,2360.3632055519997,2016
291 Mill Rd,Other,Toronto,0,0,2016
295 Unwin Ave,Other,Toronto,15696.874018999999,690.6624568359999,2016
3001 McCowan Rd,Other,Toronto,211.363495,9.29999378,2016
301 Scott Rd,Parking garages,Toronto,109363.74515799999,4812.004786951999,2016
3045 Brimley Rd,Other,Toronto,136.76316,6.017579039999999,2016
3079 Kennedy Rd,Other,Toronto,152.700563,6.718824771999999,2016
3084 Weston Rd,Other,Toronto,48847.325306,2149.282313464,2016
31 Langford Ave,Parking garages,Toronto,2675.730074,117.732123256,2016
31 Yorkville Ave,Parking garages,Toronto,1577782.28,69422.42031999999,2016
33 Queen St E,Parking garages,Toronto,490356.873465,21575.70243246,2016
330 University Ave Fountain,Other,Toronto,60425.519462000004,2658.722856328,2016
33A Riverwood Pky,Other,Toronto,0,273.759702436,2016
34 Park  Home Ave - Lighting,Other,North York,3791.4499459999997,166.82379762399998,2016
342 Prince Edward Dr,Parking garages,Toronto,10608.79984,466.78719295999997,2016
349 Keele St,Parking garages,Toronto,4866.577894,214.129427336,2016
35 Bellevue Ave,Parking garages,Toronto,22123.58392,973.43769248,2016
351 Lippincott St,Parking garages,Toronto,16849.986916,741.399424304,2016
3601 Eglinton Ave W,Other,Toronto,34103.400219,1500.549609636,2016
37 Queen St E,Parking garages,Toronto,1409655.994066,62024.863738903994,2016
376 Clinton St,Parking garages,Toronto,1833.112243,80.656938692,2016
3885 Yonge St Lot,Parking garages,Toronto,52002.34037600001,2288.1029765440003,2016
40 Dundas St E,Other,Toronto,0,0,2016
40 Larch St,Parking garages,Toronto,0,8438.296609027999,2016
40 Russell Hill Rd,Other,Toronto,2928.001676,3898.7955216939995,2016
400 Keele St,Parking garages,Toronto,4691.922235,206.44457834,2016
4005 Eglinton Ave W,Other,Etobicoke,25411.666127999997,1118.1133096319998,2016
402 Sewells Rd,Street lighting,Toronto,217.153445,9.55475158,2016
407 Fairlawn,Other,Toronto,247.31349999999998,10.881793999999998,2016
44 Richmond St E,Parking garages,Toronto,52403.384522,2305.748918968,2016
45 Aberdeen Ave,Parking garages,Toronto,3630.983497,159.763273868,2016
45 Dunfield Ave,Other,Toronto,308.16864699999996,13.559420467999997,2016
453 Spadina Rd,Parking garages,Toronto,4296.010131,189.02444576399998,2016
470 Windermere Ave,Parking garages,Toronto,5870.61438,258.30703272,2016
480 Mill Rd,Other,Toronto,85877.274472,3778.600076768,2016
50 Wabash,Other,Toronto,16603.745604,8675.610853205999,2016
5063 Yonge St Unit Underg,Other,North York,14.760697,0.649470668,2016
51 Benshire Dr,Other,Toronto,99.78349700000001,4.390473868,2016
51 Dockside Dr,Other,Toronto,95842.72064500001,4217.07970838,2016
5184 Yonge St Unit Undrg,Other,Toronto,67.711768,2.9793177920000002,2016
519 Church Park,Other,Toronto,28595.849098,1258.217360312,2016
519 Church St Comm Ctr,Community centres,Toronto,513681.91315499996,22602.004178819996,2016
53 Strachan Ave,Social housing,Toronto,387251.46690899995,17039.064543995995,2016
5341 Dundas St W,Other,Toronto,2081.831382,91.60058080799999,2016
55 John St LED Ltg,Other,Toronto,4031405.760636,177381.85346798398,2016
55 John St Ltg Beacon,Other,Toronto,515053.53767800005,22662.355657832002,2016
55 York St,Parking garages,Toronto,0,160.8494833,2016
557 Palmerston Ave,Parking garages,Toronto,5412.63226,238.15581944,2016
5575 Yonge St,Other,Toronto,3504.540959,154.19980219599998,2016
567 ARLINGTON,Other,Toronto,23.057903999999997,1.014547776,2016
573 Gerrard St E,Parking garages,Toronto,8441.953626,371.445959544,2016
653 Gerrard St E,Parking garages,Toronto,541.5028239999999,23.826124255999996,2016
670 Pape Ave,Parking garages,Toronto,8272.233228,363.9782620319999,2016
675 Manning Ave,Parking garages,Toronto,3111.412709,136.902159196,2016
68 Amroth Ave,Parking garages,Toronto,4824.981259,212.29917539599998,2016
697 Lansdowne Ave,Parking garages,Toronto,5000.660835,220.02907673999997,2016
7 Bartlett Ave,Parking garages,Toronto,3296.979315,145.06708985999998,2016
70 Dunfield Ave,Parking garages,Toronto,972399.592903,42785.58208773199,2016
708 Millwood Rd,Parking garages,Toronto,1845.641534,81.208227496,2016
709 Millwood Rd,Parking garages,Toronto,66380.960408,2920.762257952,2016
71 Ellis Park Rd,Other,Toronto,3655.668431,160.849410964,2016
715 Bloor St E-Pole 133 Viewndr/,Street lighting,Toronto,911.4242429999999,40.10266669199999,2016
72 Clinton St,Parking garages,Toronto,297188.832582,13076.308633608,2016
720 Pape Ave,Parking garages,Toronto,9256.918582999999,407.3044176519999,2016
